Loyalty Number,umap_x,umap_y,archetype
551652,5.5738983,10.930398,Silent Investors
819149,6.385615,11.884619,Silent Investors
222065,4.5053177,8.346643,Silent Investors
331353,5.050018,10.132706,Silent Investors
528447,7.6059465,13.180312,Silent Investors
767908,4.0867105,6.8763556,Silent Investors
793285,4.042924,6.7828593,Silent Investors
785826,7.4401674,12.687441,Silent Investors
683485,4.5271816,9.267864,Silent Investors
856364,5.5290136,11.689388,Silent Investors
871206,4.5008082,7.5446157,Silent Investors
556050,4.33894,7.5319843,Silent Investors
937742,4.483011,7.9072633,Silent Investors
315054,3.9831054,6.18338,Silent Investors
979598,6.057956,11.669241,Silent Investors
572345,6.7905326,12.178459,Silent Investors
513480,4.7084217,8.672919,Silent Investors
212493,-6.208414,1.1303318,Ghost Members
936570,6.6844068,12.174515,Silent Investors
600220,-6.2262435,1.1214342,Ghost Members
141844,6.1233125,11.695909,Silent Investors
627428,4.8476954,10.182814,Silent Investors
463361,4.4651303,9.239566,Silent Investors
559388,5.9380918,11.298027,Silent Investors
535251,5.010135,10.077892,Silent Investors
390117,4.9974327,10.138045,Silent Investors
144355,4.8835135,10.2105,Silent Investors
792418,4.5239716,9.24104,Silent Investors
182782,5.30234,10.675226,Silent Investors
393853,5.9869895,11.658881,Silent Investors
148201,6.644473,12.071727,Silent Investors
306872,4.3662925,7.2728124,Silent Investors
573344,4.752062,9.718851,Silent Investors
246323,4.349737,6.194853,Silent Investors
490553,5.7995687,11.387226,Silent Investors
983393,3.5787716,6.285275,Silent Investors
383787,5.572199,10.9910555,Silent Investors
714121,5.2089705,10.538306,Silent Investors
344797,4.6788316,7.9535604,Silent Investors
700748,5.815865,11.313113,Silent Investors
478315,4.497179,9.238791,Silent Investors
278815,4.779981,9.842341,Silent Investors
370842,7.4712024,12.644825,Silent Investors
590989,3.7093122,5.3610272,Silent Investors
836112,4.0581255,6.939257,Silent Investors
477362,4.714521,8.852404,Silent Investors
117460,4.6809587,9.284916,Silent Investors
969500,4.7991066,9.696023,Silent Investors
128467,5.7282643,11.384268,Silent Investors
825165,4.639035,7.57377,Silent Investors
226866,4.0410585,6.175619,Silent Investors
844959,4.8651314,10.171376,Silent Investors
628431,4.725703,9.765387,Silent Investors
969092,5.5783305,10.984406,Silent Investors
510329,5.601819,10.981991,Silent Investors
192685,4.8835306,10.159564,Silent Investors
616162,5.154924,10.568774,Silent Investors
105552,4.418602,6.7457175,Silent Investors
638466,3.5893362,5.4265547,Silent Investors
969350,4.7585554,8.150595,Silent Investors
164034,4.664043,7.7675724,Silent Investors
684123,7.421643,12.694924,Silent Investors
883174,4.7266765,8.859561,Silent Investors
621190,6.041448,11.627007,Silent Investors
402964,5.530035,10.952987,Silent Investors
104103,4.911013,10.171371,Silent Investors
170791,7.5841393,13.09007,Silent Investors
672570,4.8283024,9.733891,Silent Investors
661150,6.606354,12.090583,Silent Investors
936305,4.705041,9.737475,Silent Investors
831404,4.1319804,6.566308,Silent Investors
684934,4.8154774,9.680344,Silent Investors
763071,6.3495274,11.844164,Silent Investors
989986,4.1580935,6.7655134,Silent Investors
399251,6.8513083,12.191213,Silent Investors
718764,5.7973623,11.413199,Silent Investors
944980,4.79752,9.172919,Silent Investors
644374,3.9676187,7.233221,Silent Investors
738279,5.9877033,11.594622,Silent Investors
889786,4.291578,6.078757,Silent Investors
809404,6.633446,12.075818,Silent Investors
452459,4.769772,8.245858,Silent Investors
248620,5.335468,10.575889,Silent Investors
320031,4.7680254,9.144185,Silent Investors
527565,6.870101,12.166813,Silent Investors
750171,5.7771654,11.337403,Silent Investors
961837,4.7603173,8.222727,Silent Investors
105712,5.6279335,10.964389,Silent Investors
750862,4.3855853,7.092729,Silent Investors
374401,4.6261168,7.7083626,Silent Investors
824076,-6.2435493,1.1363426,Ghost Members
721713,4.115225,6.746619,Silent Investors
757041,4.058383,6.661163,Silent Investors
489371,5.5617614,10.926613,Silent Investors
698988,5.8278627,11.334365,Silent Investors
454720,4.6246843,7.678786,Silent Investors
885274,6.8470826,12.208882,Silent Investors
413798,5.916625,11.309882,Silent Investors
335324,4.4238977,7.6396613,Silent Investors
595747,4.6972733,8.905986,Silent Investors
146527,4.688197,9.701202,Silent Investors
112732,4.7406135,8.740362,Silent Investors
819809,4.1295037,6.7008953,Silent Investors
214030,4.8601794,10.015988,Silent Investors
428162,4.313734,6.196255,Silent Investors
698505,4.2487016,6.131632,Silent Investors
867327,5.1570983,10.09829,Silent Investors
268789,5.9171033,11.283171,Silent Investors
104732,4.8069925,9.710539,Silent Investors
759322,4.407156,7.011179,Silent Investors
329214,6.6153574,12.023629,Silent Investors
851982,4.627177,6.7363563,Silent Investors
668510,5.5975933,10.950724,Silent Investors
840021,5.2983418,10.54695,Silent Investors
923799,4.636847,8.888671,Silent Investors
898417,5.9483123,11.61732,Silent Investors
164512,4.7378006,7.9154387,Silent Investors
662848,5.962267,11.2817955,Silent Investors
148234,5.859432,11.30061,Silent Investors
623327,4.7812896,8.226935,Silent Investors
494885,5.319504,10.5217,Silent Investors
553396,4.825795,9.101568,Silent Investors
863384,5.3229594,10.531975,Silent Investors
444085,5.86089,11.371549,Silent Investors
743835,4.8577003,9.64262,Silent Investors
113040,5.9446898,11.307967,Silent Investors
540756,4.631747,6.7766523,Silent Investors
775440,6.6948996,12.074434,Silent Investors
636673,4.6808095,7.743296,Silent Investors
262717,4.8692803,8.642967,Silent Investors
213297,5.6643133,10.963475,Silent Investors
254667,4.845747,9.67759,Silent Investors
867472,4.7557554,7.9713097,Silent Investors
624935,4.570594,9.260714,Silent Investors
559483,5.831049,11.298454,Silent Investors
332409,4.026743,8.482427,Silent Investors
211625,4.69119,8.94128,Silent Investors
611582,4.7685976,9.8006525,Silent Investors
876850,4.730067,9.6445465,Silent Investors
549540,4.384445,7.2836623,Silent Investors
421580,6.633855,12.046702,Silent Investors
998112,4.8019247,8.227394,Silent Investors
985516,4.8430037,8.90617,Silent Investors
484504,4.780918,8.400898,Silent Investors
763591,4.973708,10.096028,Silent Investors
601626,6.1253242,11.744331,Silent Investors
618302,4.7395663,9.718955,Silent Investors
149225,4.9992075,10.165376,Silent Investors
399417,6.8717985,12.198763,Silent Investors
482528,4.0391393,6.3012757,Silent Investors
919951,5.1618404,10.10954,Silent Investors
979467,4.399795,6.23053,Silent Investors
822696,4.7483244,7.923832,Silent Investors
883963,4.862866,9.720981,Silent Investors
843642,5.625822,10.963999,Silent Investors
222874,5.084394,10.398247,Silent Investors
255653,4.191257,6.7187586,Silent Investors
606989,4.771384,9.045086,Silent Investors
763241,5.1356926,10.113527,Silent Investors
883065,4.699524,7.626927,Silent Investors
948785,4.750511,8.954697,Silent Investors
294617,4.837455,9.789941,Silent Investors
157816,4.5128813,7.636529,Silent Investors
556688,4.705586,7.5498853,Silent Investors
477295,4.8023176,9.199485,Silent Investors
586870,4.689786,7.668506,Silent Investors
170211,5.1998444,10.105384,Silent Investors
616226,4.914188,9.648619,Silent Investors
533198,4.7573237,8.202575,Silent Investors
979389,6.991134,12.288956,Silent Investors
174044,4.8825655,8.812691,Silent Investors
576878,5.543688,10.913161,Silent Investors
132884,5.3952994,10.540369,Silent Investors
200802,4.1633263,6.7212505,Silent Investors
320180,4.8143835,9.985965,Silent Investors
999911,-6.251219,1.144248,Ghost Members
767534,4.908016,8.815498,Silent Investors
860724,6.1671376,11.569652,Silent Investors
918350,-6.243807,1.1372596,Ghost Members
267930,4.835522,9.175638,Silent Investors
426990,4.800498,8.222986,Silent Investors
519677,4.9937077,10.441339,Silent Investors
302414,4.6746507,7.5647616,Silent Investors
967462,4.800993,7.96148,Silent Investors
350269,-6.2643056,1.1460217,Ghost Members
967966,4.8509026,8.246762,Silent Investors
698072,4.6201086,6.5130057,Silent Investors
832864,4.414449,7.5285387,Silent Investors
846796,5.823309,11.185652,Silent Investors
248138,4.7682366,8.017193,Silent Investors
902608,7.569949,12.958938,Silent Investors
104541,4.1761236,6.76284,Silent Investors
263866,5.440727,10.588409,Silent Investors
514530,4.802401,8.232584,Silent Investors
312530,4.9133363,9.683963,Silent Investors
990077,5.4400873,10.613583,Silent Investors
569313,4.6602345,7.9398484,Silent Investors
516271,7.4301977,12.686262,Silent Investors
920118,4.70758,7.249809,Silent Investors
559342,3.852846,5.4628825,Silent Investors
316982,4.9740214,10.083404,Silent Investors
321748,7.382186,12.568947,Silent Investors
357589,5.397252,10.549787,Silent Investors
483198,4.1678963,6.4507675,Silent Investors
652501,5.63813,10.947514,Silent Investors
451226,7.604685,13.140304,Silent Investors
252628,-6.260401,1.1457276,Ghost Members
883852,5.2106256,7.997198,Silent Investors
228273,5.8597693,11.251952,Silent Investors
863744,4.9140406,9.153522,Silent Investors
833197,4.147493,6.7636294,Silent Investors
148690,7.3933487,12.607434,Silent Investors
221469,5.6943016,10.896182,Silent Investors
295138,4.928131,9.174179,Silent Investors
115427,6.488071,11.807344,Silent Investors
309602,7.4105816,12.560816,Silent Investors
575434,6.6621995,11.981449,Silent Investors
823816,4.4462504,7.108112,Silent Investors
957571,5.188069,10.156444,Silent Investors
303573,6.0623236,11.50085,Silent Investors
541741,4.2094393,5.9748096,Silent Investors
351889,4.8221574,7.988489,Silent Investors
118675,6.1645947,11.549247,Silent Investors
705911,5.081232,8.676324,Silent Investors
325599,4.686596,7.943927,Silent Investors
358792,6.4069943,11.79719,Silent Investors
885682,4.611686,7.9033537,Silent Investors
565690,4.8700075,8.433219,Silent Investors
662750,7.415113,12.640092,Silent Investors
733608,5.47907,10.576987,Silent Investors
618461,6.3691816,11.816168,Silent Investors
323068,5.703921,10.881612,Silent Investors
965482,4.522098,7.335201,Silent Investors
846243,6.835794,12.170022,Silent Investors
882044,4.759882,7.940418,Silent Investors
721300,4.956478,9.808569,Silent Investors
904378,4.686937,6.8154163,Silent Investors
311762,7.5261245,12.692927,Silent Investors
209886,6.717592,11.952108,Silent Investors
965012,7.2620854,12.379924,Silent Investors
247050,4.8775377,9.7541275,Silent Investors
628017,4.802562,8.008571,Silent Investors
858445,5.679952,10.915104,Silent Investors
348774,4.85596,9.247188,Silent Investors
992930,4.830709,8.939681,Silent Investors
340924,4.8392854,9.2260275,Silent Investors
312774,5.6436534,10.893991,Silent Investors
633992,4.512965,6.328956,Silent Investors
838160,5.786683,11.380962,Silent Investors
160135,4.923738,8.78496,Silent Investors
530299,4.7567873,7.4856167,Silent Investors
387695,5.201666,7.874608,Silent Investors
268307,4.508556,7.592513,Silent Investors
416127,4.023964,6.254534,Silent Investors
136169,4.8245754,7.3003993,Silent Investors
759017,6.02719,11.490931,Silent Investors
860657,4.3192253,6.075729,Silent Investors
994443,4.883527,8.255359,Silent Investors
280574,7.009757,12.053641,Silent Investors
543862,5.081593,10.062869,Silent Investors
734752,3.981718,6.1761312,Silent Investors
189329,4.244168,6.4482,Silent Investors
567070,5.7557664,10.887665,Silent Investors
396863,4.338282,6.0813217,Silent Investors
134738,5.5131493,10.52636,Silent Investors
198499,7.489085,12.707997,Silent Investors
989429,-6.2250977,1.1115196,Ghost Members
150291,4.7341003,7.7969346,Silent Investors
235092,4.9353504,9.196884,Silent Investors
283358,5.7022724,10.857348,Silent Investors
749212,4.7478256,7.5521483,Silent Investors
846125,5.9767075,11.137026,Silent Investors
373737,5.7251267,10.869423,Silent Investors
504802,5.1088767,8.621138,Silent Investors
845684,4.810578,7.980425,Silent Investors
460938,5.484898,10.547083,Silent Investors
152338,6.014681,11.217427,Silent Investors
744528,5.4223266,10.537532,Silent Investors
140191,4.361458,6.1054745,Silent Investors
755082,5.165627,10.122926,Silent Investors
207492,5.129127,8.616373,Silent Investors
974777,7.39491,12.538877,Silent Investors
672039,4.0526605,6.421677,Silent Investors
208553,5.270716,10.0295515,Silent Investors
561961,4.9877825,9.203712,Silent Investors
809587,4.961046,9.1562605,Silent Investors
121737,4.176678,6.2607694,Silent Investors
198961,4.5173416,7.027824,Silent Investors
319123,6.543679,11.736397,Silent Investors
584405,5.2194777,10.008067,Silent Investors
806008,4.6840434,6.5718594,Silent Investors
434098,4.871544,9.652767,Silent Investors
161241,5.228757,10.09764,Silent Investors
648077,4.9673295,9.134037,Silent Investors
535892,5.0942082,8.658983,Silent Investors
973357,6.472556,11.725361,Silent Investors
542287,4.9019284,9.261739,Silent Investors
262586,3.9662335,5.6571045,Silent Investors
983551,5.948234,11.152108,Silent Investors
753994,6.987775,12.036583,Silent Investors
300964,4.7985168,9.043494,Silent Investors
423119,4.771991,7.8992596,Silent Investors
666667,4.9553375,8.28889,Silent Investors
231755,4.955865,9.747197,Silent Investors
145988,5.2698965,10.0693655,Silent Investors
760835,5.140235,8.616953,Silent Investors
170965,4.2076025,6.884246,Silent Investors
883755,5.147756,8.621493,Silent Investors
589795,4.83893,8.226844,Silent Investors
128615,-6.2004704,1.0969131,Ghost Members
913522,5.705397,10.871101,Silent Investors
765293,5.0095687,8.2872095,Silent Investors
313602,6.575254,11.666169,Silent Investors
794863,4.857012,8.00286,Silent Investors
971987,4.928396,9.164788,Silent Investors
361109,4.7739697,8.874224,Silent Investors
855506,5.555671,10.505721,Silent Investors
725413,3.9047172,5.506716,Silent Investors
817375,5.151888,9.641508,Silent Investors
811567,5.961494,11.140492,Silent Investors
856074,5.5627856,10.514117,Silent Investors
114018,4.74696,7.754044,Silent Investors
715300,5.050056,8.786455,Silent Investors
335162,5.194711,8.565769,Silent Investors
219276,5.1835876,9.633961,Silent Investors
502012,4.9520874,9.247491,Silent Investors
414741,7.3869076,12.511064,Silent Investors
615529,5.0678496,8.799947,Silent Investors
631379,5.914779,10.812756,Silent Investors
210236,5.25812,10.384951,Silent Investors
170566,4.7308702,6.617593,Silent Investors
861058,4.723834,6.589466,Silent Investors
871074,4.8515854,7.981235,Silent Investors
704270,4.993393,9.676167,Silent Investors
535587,6.0077677,10.793423,Silent Investors
348471,4.9834414,8.381195,Silent Investors
969342,4.881659,8.076983,Silent Investors
264741,4.691455,7.907725,Silent Investors
925353,6.837809,11.8976345,Silent Investors
698390,4.9783435,9.376618,Silent Investors
693372,5.0105295,9.266832,Silent Investors
103536,7.185342,12.027229,Silent Investors
444237,5.8938775,10.7967,Silent Investors
315361,5.924142,11.134899,Silent Investors
459636,5.1408634,9.62424,Silent Investors
299419,5.151006,10.045228,Silent Investors
375987,5.2159796,8.580154,Silent Investors
550686,4.528947,7.175277,Silent Investors
622324,5.186389,9.613203,Silent Investors
232137,5.04759,8.864263,Silent Investors
585853,7.1597366,12.099335,Silent Investors
706106,4.9078875,8.072141,Silent Investors
372353,5.983936,11.089779,Silent Investors
144523,5.326606,10.022687,Silent Investors
438746,7.1740985,12.103984,Silent Investors
530666,5.253977,8.034169,Silent Investors
959821,6.8679876,11.893918,Silent Investors
837932,5.373926,10.521015,Silent Investors
570683,6.4421406,11.433853,Silent Investors
783610,4.245193,5.992542,Silent Investors
268076,4.922246,8.380714,Silent Investors
966389,5.045277,8.832374,Silent Investors
413266,5.1750255,9.993602,Silent Investors
516674,4.5490956,7.1115737,Silent Investors
996997,6.653299,11.64672,Silent Investors
530098,4.1591196,6.649919,Silent Investors
287799,4.7384753,7.5659537,Silent Investors
945780,4.885833,7.5948567,Silent Investors
187435,4.185565,5.85375,Silent Investors
208787,5.9897165,10.766928,Silent Investors
517945,7.536719,12.643805,Silent Investors
445549,5.061142,8.431871,Silent Investors
421748,7.603818,13.112363,Silent Investors
666504,6.746177,11.95483,Silent Investors
775639,6.0158315,11.099321,Silent Investors
364372,-6.260945,1.1434019,Ghost Members
383826,5.115721,9.164551,Silent Investors
437598,5.128711,8.020931,Silent Investors
610432,6.8709717,11.884079,Silent Investors
270935,5.9118743,10.796729,Silent Investors
817613,4.9988017,9.20317,Silent Investors
221446,5.18244,8.688322,Silent Investors
341549,5.172977,8.668843,Silent Investors
366116,5.9470406,10.815793,Silent Investors
437288,4.8003025,7.3991585,Silent Investors
672781,4.619918,6.4087296,Silent Investors
235857,5.2462378,9.652879,Silent Investors
521545,5.117545,9.139722,Silent Investors
827190,4.9194927,6.991004,Silent Investors
397377,4.8478227,9.329218,Silent Investors
309108,5.087586,8.493996,Silent Investors
122545,3.8954864,5.5077996,Silent Investors
159227,4.9742227,7.01835,Silent Investors
698122,5.717447,10.458769,Silent Investors
319378,6.44059,11.39147,Silent Investors
366263,5.2482996,7.9026823,Silent Investors
537990,5.3017,7.9886074,Silent Investors
863751,4.685752,6.391903,Silent Investors
758695,5.2771263,7.9977307,Silent Investors
953431,6.0300293,10.787629,Silent Investors
998820,6.0112476,11.438983,Silent Investors
400979,6.06796,11.051316,Silent Investors
943211,5.1372967,9.152603,Silent Investors
512219,4.760659,7.157056,Silent Investors
953673,5.133207,8.469401,Silent Investors
347001,5.0654025,8.030844,Silent Investors
369392,5.2183385,8.673246,Silent Investors
421458,5.6449633,10.461636,Silent Investors
376572,4.7807035,7.8733077,Silent Investors
917798,5.178658,8.494329,Silent Investors
647214,5.720043,10.46907,Silent Investors
264690,5.16954,9.361886,Silent Investors
150909,5.3362994,8.67358,Silent Investors
686196,4.0748587,6.772672,Silent Investors
526165,6.035187,10.747241,Silent Investors
570406,6.0644374,11.050782,Silent Investors
828895,7.2380176,11.949219,Silent Investors
281571,5.703788,10.4523945,Silent Investors
182531,5.2876554,9.066238,Silent Investors
115633,6.248868,10.928424,Silent Investors
793154,7.2090025,11.8558,Silent Investors
779427,6.038166,10.729002,Silent Investors
158113,6.2955985,10.900597,Silent Investors
294396,4.934772,8.152131,Silent Investors
114903,5.0936527,7.409066,Silent Investors
639613,5.6553884,9.52057,Silent Investors
817102,5.2519035,8.411486,Silent Investors
531868,5.1269336,7.412022,Silent Investors
136516,7.258868,11.914924,Silent Investors
938628,5.78824,10.4511175,Silent Investors
965948,7.1852098,11.847725,Silent Investors
249982,6.5995665,11.737361,Silent Investors
456095,5.8314233,10.759824,Silent Investors
805140,4.7613487,6.4811254,Silent Investors
845061,6.2710834,10.882502,Silent Investors
397817,5.481102,10.068906,Silent Investors
756043,-6.2642136,1.1503808,Ghost Members
757547,5.430427,9.6517725,Silent Investors
934604,6.796998,11.558782,Silent Investors
325190,5.250044,7.648981,Silent Investors
114307,6.6747108,11.713119,Silent Investors
444786,6.317253,10.925882,Silent Investors
660958,5.513228,10.0357275,Silent Investors
150074,4.147374,6.469362,Silent Investors
903379,6.5710406,11.18018,Silent Investors
782596,7.2433124,11.941383,Silent Investors
210498,5.8166513,10.398122,Silent Investors
494206,6.101117,10.713799,Silent Investors
200681,6.4876513,11.302119,Silent Investors
219747,5.0007453,7.4018908,Silent Investors
353396,4.889693,7.8416467,Silent Investors
853272,6.4896264,11.283729,Silent Investors
467926,5.572064,9.983044,Silent Investors
285631,4.932593,7.193804,Silent Investors
651740,5.3590283,8.723113,Silent Investors
616500,6.77295,11.582006,Silent Investors
628533,5.1964254,9.063787,Silent Investors
227796,5.1136017,8.350129,Silent Investors
328181,5.4162707,8.727606,Silent Investors
384686,6.1345053,10.735841,Silent Investors
414584,5.885054,10.375428,Silent Investors
263237,5.465107,8.853922,Silent Investors
526784,7.5565796,12.087436,Silent Investors
714962,5.197802,8.006831,Silent Investors
783300,5.743333,9.505489,Silent Investors
821117,7.6193924,12.961697,Silent Investors
837360,5.637884,10.012282,Silent Investors
119731,6.9666677,11.824654,Silent Investors
720557,5.3554325,8.402976,Silent Investors
319387,5.62137,9.982635,Silent Investors
290756,5.291878,8.882181,Silent Investors
479766,5.3538785,8.005916,Silent Investors
163058,7.257415,11.966925,Silent Investors
961978,5.608908,9.905258,Silent Investors
299034,5.334666,7.9109907,Silent Investors
150004,5.374275,8.076937,Silent Investors
684371,7.214186,11.829654,Silent Investors
317624,5.167059,8.014555,Silent Investors
835764,5.4460497,9.09838,Silent Investors
577844,5.7844267,9.528068,Silent Investors
457797,5.2678566,8.000159,Silent Investors
579322,5.251541,8.938425,Silent Investors
682194,5.720056,9.115237,Silent Investors
719706,5.240531,7.651864,Silent Investors
348056,4.368074,6.1094165,Silent Investors
608087,5.245724,6.965116,Silent Investors
264733,5.8091,9.524321,Silent Investors
618112,5.4260263,8.37595,Silent Investors
256502,6.411696,10.864147,Silent Investors
749883,7.2221932,11.780335,Silent Investors
797897,5.6712737,9.139713,Silent Investors
823665,5.6267223,9.902263,Silent Investors
903209,5.5955105,7.2264953,Silent Investors
949406,5.0725713,7.808691,Silent Investors
908404,6.2342615,10.786083,Silent Investors
111286,5.7443204,9.111398,Silent Investors
432145,6.1918254,10.907487,Silent Investors
708360,5.5160675,8.8941555,Silent Investors
512522,5.3744683,8.063458,Silent Investors
838584,5.3236637,7.7659287,Silent Investors
785992,7.156587,11.763456,Silent Investors
326803,6.0718937,10.333745,Silent Investors
182785,5.557486,7.3382,Silent Investors
192141,7.1826243,11.817692,Silent Investors
864084,5.7807026,9.106781,Silent Investors
792915,6.456235,10.810933,Silent Investors
959402,5.632659,9.633824,Silent Investors
482169,4.2566366,6.7365646,Silent Investors
491986,5.8746886,9.480793,Silent Investors
788325,4.2379317,6.250629,Silent Investors
920175,7.609751,12.463164,Silent Investors
442192,6.4405913,10.810546,Silent Investors
812248,6.2252755,10.837982,Silent Investors
833233,6.174276,10.219435,Silent Investors
744204,5.9465218,9.984924,Silent Investors
311346,6.45709,10.820152,Silent Investors
525740,6.2995663,10.705856,Silent Investors
127350,6.8983927,11.523512,Silent Investors
470245,6.915636,11.484212,Silent Investors
302874,6.8908634,11.5275135,Silent Investors
199652,7.1630435,11.590638,Silent Investors
661469,5.767449,9.148867,Silent Investors
787276,6.370808,10.661221,Silent Investors
295064,5.880883,9.523382,Silent Investors
324248,5.396657,7.740735,Silent Investors
773364,6.4175277,10.583447,Silent Investors
817932,4.2211013,6.158698,Silent Investors
472933,5.576843,8.76407,Silent Investors
592431,5.8150053,7.3582463,Silent Investors
580212,5.333635,9.229393,Silent Investors
975918,5.912778,9.54755,Silent Investors
232395,7.6285,11.9527235,Silent Investors
237274,5.540463,9.056254,Silent Investors
208940,6.3599916,10.572206,Silent Investors
819055,5.7578096,9.142148,Silent Investors
913060,5.9904304,10.381669,Silent Investors
210226,5.409876,7.4652863,Silent Investors
987122,5.853445,8.774797,Silent Investors
285982,5.6483464,7.3717294,Silent Investors
341302,4.263204,6.7106333,Silent Investors
951546,4.439574,6.1007504,Silent Investors
144402,5.426634,7.9859934,Silent Investors
454985,5.8697534,7.3140607,Silent Investors
370539,5.4911747,8.029899,Silent Investors
966797,6.0695944,9.525966,Silent Investors
595658,7.4403853,11.864508,Silent Investors
144977,6.676582,10.663579,Silent Investors
300836,5.433163,7.8460293,Silent Investors
945974,7.1992965,11.561327,Silent Investors
947906,7.393397,11.719092,Silent Investors
350587,5.6844625,7.391961,Silent Investors
829263,6.198442,10.849623,Silent Investors
409156,5.3893223,7.748937,Silent Investors
549444,7.4805565,11.835323,Silent Investors
633749,6.058327,9.512852,Silent Investors
649961,6.5525026,10.13995,Silent Investors
401857,6.832475,10.878253,Silent Investors
605803,6.9016232,10.955077,Silent Investors
359275,6.2704225,9.583814,Silent Investors
457456,5.5018015,8.03175,Silent Investors
532464,5.802103,9.120867,Silent Investors
161045,5.098628,7.7939434,Silent Investors
443865,5.874065,9.125016,Silent Investors
675936,4.3041444,6.7174606,Silent Investors
205156,5.6704974,7.4418645,Silent Investors
653572,5.8194327,8.87758,Silent Investors
597532,5.4635463,7.5011883,Silent Investors
907209,6.0514402,8.512947,Silent Investors
149846,5.7544694,9.108441,Silent Investors
547016,6.0741076,8.768801,Silent Investors
147064,5.6463323,8.936888,Silent Investors
194762,-6.3522897,1.205303,Ghost Members
227547,6.19413,10.888271,Silent Investors
382271,6.2873344,10.730985,Silent Investors
109495,6.6405163,10.032011,Silent Investors
127039,6.709243,10.6226225,Silent Investors
722120,6.6299334,9.789435,Silent Investors
784847,5.4518023,7.733545,Silent Investors
106037,7.608044,11.753448,Silent Investors
873169,6.7588053,10.699495,Silent Investors
209249,6.2772183,7.5167537,Silent Investors
428903,6.1931005,8.558636,Silent Investors
542296,6.7187066,10.394423,Silent Investors
961639,7.3235536,11.62332,Silent Investors
529922,7.360879,11.635111,Silent Investors
919437,6.708628,10.657882,Silent Investors
142855,5.885218,8.223019,Silent Investors
612995,5.5828776,8.009838,Silent Investors
165550,6.7372885,10.662888,Silent Investors
190052,7.347467,11.449934,Silent Investors
475974,5.9536963,9.140388,Silent Investors
355906,4.323733,6.72516,Silent Investors
563076,6.1989574,8.534724,Silent Investors
894478,7.3888936,11.4528885,Silent Investors
787875,7.374851,11.553806,Silent Investors
828643,5.849314,7.4352865,Silent Investors
423686,6.574784,9.722991,Silent Investors
265975,6.2780604,8.567374,Silent Investors
952077,6.660941,9.772972,Silent Investors
683487,6.4971247,8.071992,Silent Investors
632097,6.723609,9.9658375,Silent Investors
105335,6.6828513,9.976416,Silent Investors
306676,7.7900457,11.785335,Silent Investors
255425,5.460553,7.7488832,Silent Investors
249693,7.219274,10.766621,Silent Investors
849298,6.681544,9.786854,Silent Investors
335964,6.407167,9.597505,Silent Investors
755759,3.6920063,6.16239,Silent Investors
681887,7.3608527,11.538836,Silent Investors
409741,6.8155184,9.966934,Silent Investors
261715,6.035795,7.500481,Silent Investors
600563,6.744585,9.974878,Silent Investors
487605,6.7181087,9.800961,Silent Investors
106592,7.72767,11.67863,Silent Investors
525548,5.8929214,7.4700727,Silent Investors
111034,6.6972384,9.776614,Silent Investors
937922,6.540823,9.621901,Silent Investors
674805,7.2073016,10.724922,Silent Investors
740577,6.335188,8.508596,Silent Investors
481191,6.6054106,7.5628767,Silent Investors
191537,6.3904185,9.777767,Silent Investors
609174,6.5795727,9.635375,Silent Investors
261077,7.414622,11.419168,Silent Investors
463146,6.5794687,7.609246,Silent Investors
823208,6.4785776,8.704259,Silent Investors
467175,6.939577,10.266937,Silent Investors
124056,6.4856343,8.688064,Silent Investors
369035,6.70518,9.777482,Silent Investors
619826,6.582895,9.607434,Silent Investors
683470,7.749249,11.556422,Silent Investors
825217,6.5204825,8.130663,Silent Investors
534481,5.6433825,8.042177,Silent Investors
691909,6.459898,8.58599,Silent Investors
756891,6.797472,9.792337,Silent Investors
445879,6.9406037,10.045562,Silent Investors
194482,6.2123723,8.203194,Silent Investors
364264,7.3300114,10.711021,Silent Investors
523897,7.1527143,10.53858,Silent Investors
907025,6.7655845,10.064256,Silent Investors
694942,6.97722,10.239463,Silent Investors
476539,7.0064826,10.24842,Silent Investors
272787,6.785856,9.771763,Silent Investors
603077,6.9695115,10.226211,Silent Investors
227239,6.5981708,8.653466,Silent Investors
628578,7.833175,11.700174,Silent Investors
726268,6.6097994,8.088722,Silent Investors
483863,7.855162,11.722383,Silent Investors
213841,6.5167017,8.691448,Silent Investors
179603,7.481447,11.355088,Silent Investors
221721,6.528912,8.606076,Silent Investors
956946,6.797826,9.798168,Silent Investors
317100,7.4796457,10.916261,Silent Investors
707114,6.697639,9.615536,Silent Investors
722368,7.3465915,10.68752,Silent Investors
214661,6.4941926,8.466641,Silent Investors
855384,6.524481,8.563393,Silent Investors
192136,6.506986,8.495896,Silent Investors
365619,6.609448,8.7259,Silent Investors
670985,6.7155643,9.638468,Silent Investors
753887,6.705454,9.619124,Silent Investors
124038,7.511664,11.168981,Silent Investors
516242,6.8294525,9.945727,Silent Investors
211966,6.2993345,7.597873,Silent Investors
677045,6.329399,8.291786,Silent Investors
238193,7.517454,10.887842,Silent Investors
816420,6.575521,7.61669,Silent Investors
472532,6.4625607,7.6455374,Silent Investors
750665,7.635146,13.193143,Silent Investors
344483,7.76479,11.53014,Silent Investors
488188,6.629175,8.663379,Silent Investors
667974,7.284849,10.531481,Silent Investors
972673,6.604182,7.6236596,Silent Investors
250194,-6.3485055,1.1996105,Ghost Members
659781,6.8851805,9.756163,Silent Investors
