Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,FlightInactivity,RedemptionDormancy,RawSlope,NormalizedMomentum,BDS,Class,Churned,churn_prob,churn_prediction,churn_risk_tier,churn_prediction_conservative,months_since_last_flight,flights_last_12m,redemption_rate,loyalty_card_ordinal,tenure_months,cluster_id,archetype,umap_x,umap_y
775573,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,Master,111948.0,Married,Nova,5926.73,Standard,2014,9,,,0.0,0.1818181818181818,204.5272727272728,0.6192264395403666,0.1687775226833445,0,0,0.0029760383,0,Low,0,0,18,0.046898590840463,2,38,0,Silent Investors,3.4922926,9.953036
948747,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,,Married,Nova,5926.96,Standard,2012,10,,,0.0,0.3636363636363636,11.863636363636363,0.5291986151526094,0.2503313245451263,0,0,0.006234056,0,Low,0,0,18,0.0319236984195798,2,61,0,Silent Investors,3.4847767,9.959154
381459,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,67234.0,Married,Nova,5932.56,Standard,2012,10,,,0.0,0.0909090909090909,237.5272727272728,0.634646672755464,0.136878725446088,0,0,0.00089745957,0,Low,0,0,21,0.0375154281121731,2,61,0,Silent Investors,4.7001586,11.607661
871972,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,78616.0,Married,Nova,5935.82,Standard,2013,2,,,0.0909090909090909,1.0,-35.03636363636364,0.5072831927953952,0.4841786785250178,0,0,0.1505553,0,Low,0,1,22,0.0,2,57,0,Silent Investors,4.7391443,12.1000395
709566,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,81490.0,Married,Nova,5947.22,Standard,2013,6,,,0.0,0.9090909090909092,242.72727272727272,0.6370765276863278,0.3816043144213743,0,0,0.21637532,0,Low,0,0,17,0.0190723671308099,2,53,0,Silent Investors,3.4025815,9.415526
216109,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,96390.0,Married,Nova,5948.99,Standard,2013,4,,,0.0,0.3636363636363636,-205.2090909090909,0.4277649157834371,0.2807614343558779,0,0,0.035631325,0,Low,0,0,21,0.0192532847664888,2,55,0,Silent Investors,4.572503,11.664501
528160,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,95584.0,Married,Nova,5963.17,Standard,2016,11,,,0.0909090909090909,0.2727272727272727,-5.072727272727272,0.5212845946347785,0.2617964397913846,0,0,0.2033115,0,Low,0,1,12,0.0306333501034155,2,12,0,Silent Investors,3.400367,7.1423707
497201,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,103675.0,Married,Nova,5964.35,Standard,2015,2,,,0.0,1.0,-5.181818181818182,0.5212336186572079,0.4436299144028376,0,0,0.03907845,0,Low,0,0,21,0.0,2,33,0,Silent Investors,4.6727185,11.650563
518582,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,98476.0,Married,Nova,5968.12,Standard,2015,9,,,0.0,0.0,126.7090909090909,0.5828635755400269,0.1251409273379919,0,0,0.005192567,0,Low,0,0,17,0.0334258402713536,2,26,0,Silent Investors,3.4388692,9.506348
708566,Canada,British Columbia,Victoria,V10 6T5,Female,High School or Below,71108.0,Single,Nova,5970.82,Standard,2015,12,,,0.0,0.2727272727272727,6.909090909090909,0.5268834561712794,0.223753144966798,0,0,0.066535495,0,Low,0,0,11,0.051038973475055,2,23,0,Silent Investors,3.527016,6.9761863
168349,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,69971.0,Divorced,Nova,5971.31,Standard,2014,7,,,0.0,0.0,138.14545454545456,0.5882075571886749,0.1235377328433975,0,0,0.0055230805,0,Low,0,0,9,0.0581201665675193,2,40,0,Silent Investors,3.5530102,6.43147
735266,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,74123.0,Divorced,Nova,5979.72,Standard,2015,12,,,0.0,0.2727272727272727,400.94545454545454,0.7110086871561777,0.1685155756713285,0,0,0.11077851,0,Low,0,0,21,0.0191182364729458,2,23,0,Silent Investors,4.5885797,11.70631
943460,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,74123.0,Divorced,Nova,5979.72,Standard,2015,6,,,0.0,1.0,-45.99090909090909,0.5021643550476839,0.4493506934856948,0,0,0.04544566,0,Low,0,0,19,0.0,2,29,0,Silent Investors,3.877947,10.656189
932973,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,48697.0,Married,Nova,5980.85,Standard,2015,11,,,0.0,0.3636363636363636,-8.945454545454545,0.5194749474310232,0.2532484248616021,0,0,0.099305294,0,Low,0,0,24,0.0462923121055651,2,24,0,Silent Investors,5.437334,12.85997
185509,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,80816.0,Single,Nova,5989.77,Standard,2015,8,,,0.0,0.9090909090909092,42.95454545454545,0.5437267687602219,0.4096092420992061,0,0,0.017333364,0,Low,0,0,27,0.0129192951418794,2,27,0,Silent Investors,6.6821365,13.037511
255108,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,80816.0,Single,Nova,5989.77,Standard,2013,12,,,0.0,0.8181818181818182,194.5090909090909,0.614545145600136,0.3610910017745046,0,0,0.063422985,0,Low,0,0,13,0.0184002368766126,2,47,0,Silent Investors,3.1948948,7.4608903
395384,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,80816.0,Single,Nova,5989.77,Standard,2017,5,,,0.0,1.0,335.5636363636364,0.6804570845988828,0.3958628746203351,0,0,0.042502705,0,Low,0,0,13,0.0,2,6,0,Silent Investors,2.5231833,6.9560876
948117,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,80816.0,Single,Nova,5989.77,Standard,2015,3,,,0.0,0.2727272727272727,246.6636363636364,0.6389159108769993,0.190143408555082,0,0,0.1630292,0,Low,0,0,18,0.0266301773590863,2,32,0,Silent Investors,3.4506662,9.973774
595028,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,86264.0,Married,Nova,5994.26,Standard,2015,8,,,0.0,1.0,84.11818181818182,0.5629617042968502,0.4311114887109449,0,0,0.08232957,0,Low,0,0,19,0.0,2,27,0,Silent Investors,3.8707123,10.658608
963016,Canada,Saskatchewan,Regina,S1J 3C5,Female,Doctor,253369.0,Divorced,Nova,5999.38,Standard,2012,10,,,0.2727272727272727,0.0909090909090909,-283.9818181818182,0.3909560119793547,0.3190768327698299,0,0,0.013637118,0,Low,0,3,18,0.040376166442758,2,61,0,Silent Investors,3.3473854,9.797654
129914,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,High School or Below,68180.0,Married,Nova,6005.03,Standard,2015,7,,,0.0,0.3636363636363636,124.45454545454544,0.5818100720035684,0.2345478874898385,0,0,0.005776031,0,Low,0,0,9,0.0486797562626946,2,28,0,Silent Investors,3.5782366,6.4428825
400486,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,51573.0,Single,Nova,6005.21,Standard,2015,6,,,0.0,1.0,283.0,0.65589515940613,0.403231452178161,0,0,0.01360442,0,Low,0,0,20,0.0,2,29,0,Silent Investors,3.8772695,11.231497
878653,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,51573.0,Single,Nova,6005.21,Standard,2015,10,,,0.0909090909090909,0.3636363636363636,-207.3272727272727,0.4267751322189419,0.3174220057888628,0,0,0.0056901006,0,Low,0,1,8,0.0685939280903533,2,25,0,Silent Investors,3.5634627,6.2264624
323154,Canada,British Columbia,Vancouver,V5R 1W3,Female,Master,81333.0,Single,Nova,6005.85,Standard,2016,3,,,0.0,0.7272727272727273,236.8454545454545,0.634328072895648,0.3278833963131238,0,0,0.122324556,0,Low,0,0,26,0.0142208324026505,2,20,0,Silent Investors,6.48555,12.879762
466795,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Master,81333.0,Single,Nova,6005.85,Standard,2013,12,,,0.1818181818181818,0.5454545454545454,-94.15454545454546,0.4796584609502772,0.3924660980785531,0,0,0.06929787,0,Low,0,2,8,0.0360870861914703,2,47,0,Silent Investors,3.5410306,6.2029204
683288,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Master,81333.0,Single,Nova,6005.85,Standard,2014,12,2018.0,2.0,0.0909090909090909,0.7272727272727273,-292.4909090909091,0.3869798857288503,0.4384514888267994,2,1,0.85031796,1,High,1,1,11,0.0180698151950718,2,35,0,Silent Investors,3.4307282,6.8626995
686220,Canada,Quebec,Quebec City,G1B 3L5,Female,Master,81333.0,Single,Nova,6005.85,Standard,2012,11,,,0.0,1.0,395.9909090909091,0.7086935281748477,0.3873919415475457,0,0,0.006198751,0,Low,0,0,26,0.0,2,60,0,Silent Investors,6.426434,12.9322405
831442,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Master,81333.0,Single,Nova,6005.85,Standard,2014,7,,,0.0909090909090909,1.0,106.9090909090909,0.5736114356109684,0.4642802056803458,0,0,0.07043269,0,Low,0,1,12,0.0,2,40,0,Silent Investors,2.8505476,6.7083087
469075,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Married,Nova,6006.96,Standard,2013,7,,,0.1818181818181818,0.1818181818181818,259.73636363636365,0.6450245321892059,0.2337653676159655,0,0,0.043774985,0,Low,0,2,19,0.0594861660079051,2,52,0,Silent Investors,3.4920833,10.25701
249352,Canada,New Brunswick,Moncton,E1A 2A7,Male,High School or Below,72217.0,Married,Nova,6013.74,Standard,2015,9,,,0.0909090909090909,0.0909090909090909,-135.25454545454545,0.460453261400565,0.2255003852161941,0,0,0.02810529,0,Low,0,1,14,0.0262789912724818,2,26,0,Silent Investors,2.9858844,7.7838535
372824,Canada,Quebec,Tremblant,H5Y 2S9,Female,High School or Below,72217.0,Married,Nova,6013.74,Standard,2016,12,,,0.0,1.0,-36.23636363636364,0.5067224570421189,0.4479832628873643,0,0,0.016388144,0,Low,0,0,22,0.0,2,11,0,Silent Investors,4.9311447,12.182506
128950,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,68157.0,Single,Nova,6031.52,Standard,2014,1,,,0.0909090909090909,1.0,-77.24545454545455,0.4875597374737155,0.4900957151215217,0,0,0.09453356,0,Low,0,1,19,0.0,2,46,0,Silent Investors,3.8944275,10.6235285
178461,Canada,Ontario,Toronto,M8Y 4K8,Male,College,,Single,Nova,6033.22,Standard,2015,10,2018.0,8.0,0.0,1.0,-138.48181818181817,0.4589452220641023,0.4623164333807693,2,1,0.89637876,1,High,1,0,15,0.0,2,25,0,Silent Investors,1.8042499,8.135187
678967,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,53557.0,Married,Nova,6035.09,Standard,2016,6,,,0.0,0.0,206.4,0.6201015271553282,0.1139695418534015,0,0,0.028018063,0,Low,0,0,15,0.0384927066450567,2,17,0,Silent Investors,3.2626102,8.37736
407798,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,50858.0,Divorced,Nova,6042.91,Standard,2014,6,,,0.0909090909090909,1.0,169.4181818181818,0.602820670758905,0.4555174351359649,0,0,0.059470434,0,Low,0,1,17,0.0,2,41,0,Silent Investors,3.52928,9.464693
552823,Canada,Manitoba,Winnipeg,R3R 3T4,Female,College,,Single,Nova,6051.8,Standard,2014,9,,,0.1818181818181818,1.0,45.16363636363637,0.5447590323060258,0.509299563035465,0,0,0.008626111,0,Low,0,2,3,0.0,2,38,0,Silent Investors,3.6744967,5.343989
906826,Canada,Quebec,Montreal,H2Y 4R4,Male,College,,Single,Nova,6051.8,Standard,2016,2,,,0.0,0.0,94.06363636363636,0.5676090142520338,0.1297172957243898,0,0,0.013455971,0,Low,0,0,22,0.030405300801932,2,21,0,Silent Investors,4.946111,12.143128
817744,Canada,Ontario,Trenton,K8V 4B2,Male,Doctor,138073.0,Married,Nova,6054.49,Standard,2014,9,,,0.0909090909090909,1.0,133.85454545454544,0.5862025020708991,0.4605028857423666,0,0,0.036980856,0,Low,0,1,18,0.0,2,38,0,Silent Investors,3.7769408,9.962688
163615,Canada,Quebec,Montreal,H2Y 2W2,Female,Master,126642.0,Married,Nova,6057.07,Standard,2014,6,,,0.4545454545454545,1.0,-141.55454545454546,0.4575093986958646,0.6445653622094224,1,1,0.99924374,1,High,1,5,7,0.0,2,41,0,Silent Investors,3.3535488,5.711606
399065,Canada,British Columbia,Vancouver,V6E 3D9,Male,Master,126642.0,Married,Nova,6057.07,Standard,2012,5,,,0.0,0.4545454545454545,113.15454545454546,0.5765298103268836,0.2634046932655712,0,0,0.0036657196,0,Low,0,0,20,0.0266050901059183,2,66,0,Silent Investors,3.9589722,11.222989
612488,Canada,Ontario,Ottawa,K1F 2R2,Male,Master,126642.0,Married,Nova,6057.07,Standard,2015,12,,,0.2727272727272727,1.0,-323.53636363636366,0.3724729721118923,0.5973490174573414,1,1,0.98374474,1,High,1,3,20,0.0,2,23,0,Silent Investors,4.0479946,11.16207
644893,Canada,Ontario,Toronto,P5S 6R4,Female,Master,126642.0,Married,Nova,6057.07,Standard,2017,5,2018.0,1.0,0.0909090909090909,1.0,567.6181818181818,0.7888914848877467,0.3996961908973123,2,1,0.013266276,0,Low,0,1,17,0.0,2,6,0,Silent Investors,3.520363,9.487868
627670,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,55781.0,Married,Nova,6066.12,Standard,2017,1,,,0.1818181818181818,1.0,-16.4,0.5159915889637009,0.5179297960381625,0,0,0.62306213,1,High,0,2,17,0.0,2,10,0,Silent Investors,3.4690635,9.475838
723061,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Single,Nova,6081.05,Standard,2015,7,,,0.0,1.0,-105.13636363636364,0.4745268792081732,0.457641936237548,0,0,0.007970738,0,Low,0,0,33,0.0,2,28,0,Silent Investors,7.5855465,13.291163
621218,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,64625.0,Single,Nova,6085.3,Standard,2015,9,,,0.0,0.3636363636363636,-194.7454545454545,0.4326543616320809,0.2792946006012848,0,0,0.08631556,0,Low,0,0,20,0.0182795318742707,2,26,0,Silent Investors,3.975122,11.280168
265072,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Master,81845.0,Divorced,Nova,6086.43,Standard,2012,5,,,0.0,1.0,314.7090909090909,0.6707121768866422,0.3987863469340073,0,0,0.0006722638,0,Low,0,0,19,0.0,2,66,0,Silent Investors,3.984784,10.605984
960913,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,86244.0,Married,Nova,6098.46,Standard,2016,1,,,0.0909090909090909,0.1818181818181818,61.33636363636364,0.5523162209808627,0.2252142246148321,0,0,0.224739,0,Low,0,1,26,0.0101764781656576,2,22,0,Silent Investors,6.491991,12.768949
796347,Canada,Ontario,Trenton,K8V 4B2,Female,Doctor,156945.0,Married,Nova,6104.5,Standard,2016,10,,,0.0,1.0,156.07272727272726,0.5965846095027718,0.4210246171491684,0,0,0.13983218,0,Low,0,0,21,0.0,2,13,0,Silent Investors,4.7559056,11.549051
688178,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,77608.0,Married,Nova,6104.85,Standard,2016,5,,,0.0,0.7272727272727273,-25.48181818181818,0.511747838830951,0.3646574665325328,0,0,0.032433227,0,Low,0,0,17,0.0138888888888888,2,18,0,Silent Investors,3.492835,9.382072
237293,Canada,Ontario,Toronto,P5S 6R4,Female,College,,Single,Nova,6109.14,Standard,2013,6,,,0.0909090909090909,0.4545454545454545,-246.2,0.4086106922112955,0.350144065063884,0,0,0.009265142,0,Low,0,1,21,0.0370471901311924,2,53,0,Silent Investors,4.5730267,11.619463
880406,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Nova,6109.14,Standard,2016,11,,,0.0,1.0,-95.35454545454546,0.479097725197001,0.4562706824408997,0,0,0.075366385,0,Low,0,0,22,0.0,2,12,0,Silent Investors,4.8768725,12.174511
245356,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,,Single,Nova,6113.87,Standard,2016,6,,,0.1818181818181818,0.1818181818181818,-136.20909090909092,0.4600072215968225,0.2892705607936805,0,0,0.11395712,0,Low,0,2,14,0.1055778245804742,2,17,0,Silent Investors,3.412453,7.6924963
362736,Canada,Quebec,Quebec City,G1B 3L5,Female,College,,Single,Nova,6113.87,Standard,2012,10,,,0.0909090909090909,0.5454545454545454,11.00909090909091,0.5287993033283066,0.341360209001508,0,0,0.0035147318,0,Low,0,1,20,0.0216167529835622,2,61,0,Silent Investors,3.9395008,11.227279
459971,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Single,Nova,6117.03,Standard,2016,6,,,0.0,1.0,-82.9090909090909,0.4849132346381767,0.4545260296085469,0,0,0.76642025,1,High,1,0,12,0.0,2,17,0,Silent Investors,3.6152346,6.928039
994541,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,68380.0,Married,Nova,6120.19,Standard,2013,9,,,0.0909090909090909,0.3636363636363636,-263.6090909090909,0.4004757757906587,0.3253118127173478,0,0,0.057939865,0,Low,0,1,20,0.0304910858413746,2,50,0,Silent Investors,4.0774293,11.127207
517533,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,51508.0,Married,Nova,6121.11,Standard,2016,1,,,0.1818181818181818,0.5454545454545454,-182.6727272727273,0.4382957031498906,0.4048749254186691,0,0,0.12484031,0,Low,0,2,31,0.0102181956499187,2,22,0,Silent Investors,7.4587874,13.316586
667041,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,98334.0,Married,Nova,6131.66,Standard,2014,3,,,0.0909090909090909,1.0,6.0,0.5264586563581912,0.478426039456179,0,0,0.19810852,0,Low,0,1,21,0.0,2,44,0,Silent Investors,4.7555885,11.520028
968090,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,64012.0,Divorced,Nova,6134.39,Standard,2013,9,,,0.3636363636363636,1.0,-132.52727272727273,0.4617276608398293,0.6069362472025966,1,1,0.9988385,1,High,1,4,16,0.0,2,50,0,Silent Investors,2.8348668,8.79627
387584,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Nova,6158.85,Standard,2013,10,,,0.0,0.6363636363636364,22.845454545454544,0.5343301968947134,0.3306100318406768,0,0,0.07384111,0,Low,0,0,21,0.0179094650205761,2,49,0,Silent Investors,4.610198,11.681261
384328,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,,Single,Nova,6165.56,Standard,2017,3,,,0.3636363636363636,1.0,-130.5,0.4626749644230157,0.6066520561276407,1,1,0.9987129,1,High,1,4,9,0.0,2,8,0,Silent Investors,3.3402987,5.970207
615989,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,51875.0,Married,Nova,6167.85,Standard,2017,3,,,0.1818181818181818,1.0,34.50909090909091,0.5397803784966335,0.5107931591782827,0,0,0.36201862,1,Medium,0,2,17,0.0,2,8,0,Silent Investors,3.5551093,9.482356
351238,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,68149.0,Married,Nova,6176.7,Standard,2014,11,,,0.0909090909090909,0.4545454545454545,-80.96363636363637,0.4858223062381853,0.3269805808558171,0,0,0.025132874,0,Low,0,1,13,0.0274353342000268,2,36,0,Silent Investors,3.39417,7.462966
396726,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Nova,6179.7,Standard,2017,3,,,0.0,1.0,-20.19090909090909,0.5142201737431236,0.4457339478770629,0,0,0.13872805,0,Low,0,0,11,0.0,2,8,0,Silent Investors,2.88213,6.262343
553973,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,47288.0,Divorced,Nova,6185.34,Standard,2014,8,,,0.0,0.1818181818181818,1.6,0.5244026252628449,0.197224666966601,0,0,0.0047761537,0,Low,0,0,26,0.0490960268485439,2,39,0,Silent Investors,6.184638,13.151074
512179,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,96575.0,Divorced,Nova,6186.5,Standard,2013,9,,,0.0,0.8181818181818182,-78.35454545454546,0.4870414817017481,0.399342100944021,0,0,0.0069168787,0,Low,0,0,18,0.029262734986358,2,50,0,Silent Investors,3.5424747,9.934296
407032,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Single,Nova,6187.35,Standard,2015,10,,,0.0,0.2727272727272727,213.9909090909091,0.6236486055946135,0.1947236001397977,0,0,0.013241644,0,Low,0,0,18,0.0405276870270046,2,25,0,Silent Investors,3.5662465,9.943601
434888,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,61434.0,Married,Nova,6188.38,Standard,2014,5,,,0.1818181818181818,0.6363636363636364,-201.9909090909091,0.4292687071217689,0.4348557514998329,0,0,0.08784988,0,Low,0,2,17,0.0349312213422259,2,42,0,Silent Investors,3.2510674,9.401038
172348,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,75463.0,Married,Nova,6189.99,Standard,2017,4,,,0.0,1.0,457.8909090909091,0.7376181474480151,0.3787145557655954,0,0,0.03482724,0,Low,0,0,8,0.0,2,7,0,Silent Investors,3.668098,5.741033
112842,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Married,Nova,6217.26,Standard,2016,11,,,0.0,1.0,304.4909090909091,0.6659374269875322,0.4002187719037403,0,0,0.06565007,0,Low,0,0,10,0.0,2,12,0,Silent Investors,2.928655,6.0703382
505204,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,69917.0,Married,Nova,6218.66,Standard,2015,4,,,0.0,0.0,483.6272727272727,0.7496442301565388,0.0751067309530383,0,0,0.0026037698,0,Low,0,0,33,0.0545128087354114,2,31,0,Silent Investors,7.5775075,13.277138
493894,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,86254.0,Single,Nova,6222.21,Standard,2013,8,,,0.0,1.0,96.21818181818182,0.5686157898090526,0.4294152630572841,0,0,0.020861013,0,Low,0,0,17,0.0,2,51,0,Silent Investors,3.7366374,9.475367
349730,Canada,Ontario,Toronto,M2P 4F6,Male,Doctor,279093.0,Single,Nova,6232.69,Standard,2014,7,,,0.0,0.5454545454545454,482.3181818181818,0.749032518425692,0.238926608108656,0,0,0.016654307,0,Low,0,0,23,0.0185312996065981,2,40,0,Silent Investors,5.676963,12.132463
397533,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Married,Nova,6234.31,Standard,2012,8,,,0.0909090909090909,0.6363636363636364,-119.8,0.4676748582230625,0.3869702698058085,0,0,0.0036620572,0,Low,0,1,20,0.031152050150323,2,63,0,Silent Investors,4.079122,11.088714
458939,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Single,Nova,6239.26,Standard,2016,12,,,0.0909090909090909,0.1818181818181818,-267.90909090909093,0.398466472674752,0.2713691491066653,0,0,0.07121042,0,Low,0,1,25,0.0149988417882788,2,11,0,Silent Investors,6.296187,12.630179
244538,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,,Single,Nova,6240.66,Standard,2016,7,,,0.0909090909090909,0.3636363636363636,130.95454545454547,0.5848473906671482,0.270000328254401,0,0,0.097133525,0,Low,0,1,17,0.0196984595214683,2,16,0,Silent Investors,3.5755265,9.377321
681270,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,74153.0,Divorced,Nova,6243.14,Standard,2014,5,,,0.1818181818181818,0.1818181818181818,58.25454545454546,0.5508761496144943,0.2620098823883789,0,0,0.020189757,0,Low,0,2,19,0.0271152937132052,2,42,0,Silent Investors,4.01531,10.554106
206680,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,,Married,Nova,6265.34,Standard,2013,3,,,0.1818181818181818,0.6363636363636364,-38.48181818181818,0.5056732015037914,0.4119344031852262,0,0,0.009457471,0,Low,0,2,14,0.0242037640246109,2,56,0,Silent Investors,3.0083275,7.8909106
475550,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Married,Nova,6265.34,Standard,2015,4,,,0.1818181818181818,0.1818181818181818,171.2,0.6036532783925576,0.24617674375496,0,0,0.023054866,0,Low,0,2,10,0.0276508226691042,2,31,0,Silent Investors,3.6023514,6.4463925
702257,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,,Married,Nova,6265.34,Standard,2013,6,,,0.1818181818181818,0.8181818181818182,25.036363636363635,0.5353539644442556,0.4575756288485414,0,0,0.043330017,0,Low,0,2,16,0.0183467431968431,2,53,0,Silent Investors,3.112856,8.935134
921357,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Married,Nova,6265.34,Standard,2012,8,,,0.0,0.1818181818181818,228.63636363636363,0.6304921305834627,0.1653978153704157,0,0,0.0025064205,0,Low,0,0,22,0.014079877280447,2,63,0,Silent Investors,4.987809,12.086745
941621,Canada,Newfoundland,St. John's,A1C 6H9,Female,College,,Married,Nova,6265.34,Standard,2017,6,2018.0,2.0,0.0,1.0,244.0909090909091,0.63771372740596,0.4086858817782119,2,1,0.012293599,0,Low,0,0,5,0.0,2,5,0,Silent Investors,3.7199938,5.379376
445632,Canada,Ontario,London,M5B 3E4,Female,Bachelor,101335.0,Single,Nova,6271.32,Standard,2014,7,,,0.2727272727272727,1.0,-397.53636363636366,0.3378942673265224,0.6077226288929524,1,1,0.9909117,1,High,1,3,15,0.0,2,40,0,Silent Investors,2.236368,8.191591
568814,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,47153.0,Married,Nova,6273.17,Standard,2016,8,,,0.0,0.6363636363636364,11.654545454545454,0.5291009111955992,0.3321788175504111,0,0,0.31773955,0,Medium,0,0,20,0.0428979980934223,2,15,0,Silent Investors,4.4098706,10.798416
380255,Canada,Ontario,Ottawa,K1F 2R2,Female,High School or Below,46714.0,Single,Nova,6274.45,Standard,2016,8,,,0.0,1.0,362.8181818181818,0.6931925829952635,0.3920422251014209,0,0,0.0626751,0,Low,0,0,19,0.0,2,15,0,Silent Investors,4.0428543,10.602588
463490,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Married,Nova,6282.32,Standard,2014,4,,,0.0,0.0909090909090909,525.290909090909,0.7691128055903655,0.0965388855956176,0,0,0.006636148,0,Low,0,0,15,0.0240384615384615,2,43,0,Silent Investors,2.9156497,8.351943
827334,Canada,Ontario,Toronto,M8Y 4K8,Male,College,,Single,Nova,6285.31,Standard,2017,2,,,0.0,0.0,192.8909090909091,0.6137890019328393,0.1158632994201482,0,0,0.058249492,0,Low,0,0,11,0.0187891440501043,2,9,0,Silent Investors,3.5528662,6.9153957
506170,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Single,Nova,6291.59,Standard,2013,1,,,0.0,0.5454545454545454,-249.8818181818181,0.4068902529682887,0.3415692877458769,0,0,0.009257398,0,Low,0,0,11,0.0267296318371463,2,58,0,Silent Investors,3.6291673,6.968903
519276,Canada,British Columbia,Vancouver,V6E 3Z3,Female,High School or Below,80501.0,Single,Nova,6300.44,Standard,2016,7,,,0.0909090909090909,0.5454545454545454,258.8363636363636,0.6446039803742487,0.3066188058877254,0,0,0.021887911,0,Low,0,1,11,0.0241560665362035,2,16,0,Silent Investors,3.5555587,6.866733
560713,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Single,Nova,6305.93,Standard,2013,12,,,0.0,0.0,252.53636363636363,0.6416601176695482,0.1075019646991355,0,0,0.041023247,0,Low,0,0,17,0.0134638048641119,2,47,0,Silent Investors,3.642453,9.375006
723672,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Nova,6305.93,Standard,2015,11,,,0.0,1.0,467.7636363636364,0.7422314734181518,0.3773305579745544,0,0,0.02796165,0,Low,0,0,23,0.0,2,24,0,Silent Investors,5.5978303,12.165121
