Loyalty Number,months_since_last_flight,months_since_last_redemption,months_since_last_any_activity,flights_last_3m,flights_last_6m,flights_last_12m,active_months_last_12m,zero_flight_months_last_12m,flights_total_ever,distance_last_12m,points_accumulated_last_12m,points_redeemed_last_12m,dollar_redeemed_last_12m,points_accumulated_total,points_redeemed_total,redemption_rate,flight_trend_ratio,points_trend_ratio,distance_per_flight,pref_season,flew_in_winter,flew_in_summer,flew_in_spring,flew_in_fall
771259,0,72,0,4,9,12,5,7,12,11674,11674.0,0,0,11674.0,0,0.0,1.3333333333333333,1.9859516875107075,972.8333333333334,Fall,1,1,1,1
404434,1,9,1,4,9,18,8,4,18,23351,23351.0,347,62,23351.0,347,0.01486017729433429,0.8888888888888888,0.5945783906470815,1297.2777777777778,Fall,1,1,1,1
164226,0,3,0,1,7,18,7,5,18,32702,32702.0,598,108,32702.0,598,0.018286343342914808,0.2222222222222222,0.13356981224389947,1816.7777777777778,Spring,1,1,1,1
101148,1,2,1,6,6,20,6,6,20,27777,27777.0,389,70,27777.0,389,0.014004392122979444,1.2,1.9094934658170428,1388.85,Spring,1,0,1,1
804137,0,72,0,9,12,21,7,5,21,35021,35021.0,0,0,35021.0,0,0.0,1.7142857142857142,1.5469575397618571,1667.6666666666667,Fall,0,1,1,1
743879,1,5,1,5,8,16,7,5,16,26271,26271.0,663,119,26271.0,663,0.02523695329450725,1.25,1.2699935289863347,1641.9375,Fall,1,1,1,1
360472,0,72,0,5,11,19,7,5,19,17023,17023.0,0,0,17023.0,0,0.0,1.0526315789473684,1.2075427362979498,895.9473684210526,Fall,1,1,1,1
569369,0,0,0,6,16,16,4,8,16,30274,30274.0,326,59,30274.0,326,0.010768316046772808,1.5,1.4281561736143225,1892.125,Fall,0,1,0,1
858961,0,72,0,1,10,14,6,6,14,22604,22604.0,0,0,22604.0,0,0.0,0.2857142857142857,0.2695098212705716,1614.5714285714287,Summer,0,1,1,1
411734,5,72,5,0,5,18,6,6,18,26433,26433.0,0,0,26433.0,0,0.0,0.0,0.0,1468.5,Spring,1,1,1,0
318902,2,3,2,2,13,19,6,6,19,38436,38436.0,501,90,38436.0,501,0.013034655010927257,0.42105263157894735,0.41752523675720676,2022.9473684210527,Spring,1,1,1,1
591367,0,2,0,7,16,19,5,7,19,17235,17235.0,1210,217,17235.0,1210,0.07020597621119815,1.4736842105263157,2.174180446765303,907.1052631578947,Fall,0,1,1,1
747993,0,4,0,6,14,19,7,5,19,33022,33022.0,740,133,33022.0,740,0.0224093028889831,1.263157894736842,1.7253951910847314,1738.0,Summer,0,1,1,1
251324,0,2,0,3,3,15,4,8,15,21389,21389.0,491,88,21389.0,491,0.022955724905325166,0.8,1.3004815559399692,1425.9333333333334,Spring,1,0,1,1
190529,1,1,1,3,11,19,7,5,19,24884,24884.0,943,170,24884.0,943,0.03789583668220543,0.631578947368421,0.8627230348818518,1309.6842105263158,Spring,1,1,1,1
488853,1,2,1,2,9,22,7,5,22,28558,28558.0,909,164,28558.0,909,0.03182996008123818,0.36363636363636365,0.5239862735485679,1298.090909090909,Fall,1,1,1,1
350001,0,72,0,9,15,20,7,5,20,35363,35363.0,0,0,35363.0,0,0.0,1.8,1.969403048383904,1768.15,Fall,0,1,1,1
408561,0,3,0,9,16,22,7,5,22,37327,37327.0,500,90,37327.0,500,0.013395129530902564,1.6363636363636365,1.4752859860154848,1696.6818181818182,Fall,0,1,1,1
950304,72,72,72,0,0,0,0,12,0,0,0.0,0,0,0.0,0,0.0,1.0,1.0,0.0,None,0,0,0,0
819718,0,1,0,3,6,22,8,4,22,41379,41379.0,533,96,41379.0,533,0.012880929940307886,0.5454545454545454,0.6207979893182533,1880.8636363636363,Spring,1,1,1,1
165260,1,2,1,5,9,17,8,4,17,30407,30407.0,603,109,30407.0,603,0.01983095997632124,1.1764705882352942,0.8613806031505903,1788.6470588235295,Fall,1,1,1,1
551828,2,4,2,2,11,21,7,5,21,28551,28551.0,556,100,28551.0,556,0.019473923855556723,0.38095238095238093,0.48110398935238696,1359.5714285714287,Spring,1,1,1,1
853641,0,10,0,5,14,21,8,4,21,38594,38594.0,385,69,38594.0,385,0.009975643882468778,0.9523809523809523,0.8127688241695601,1837.8095238095239,Fall,1,1,1,1
617171,1,72,1,4,14,18,6,6,18,24264,24264.0,0,0,24264.0,0,0.0,0.8888888888888888,1.0867128255852292,1348.0,Spring,1,1,1,1
487930,0,3,0,6,21,25,7,5,25,33526,33526.0,410,74,33526.0,410,0.012229314561832608,0.96,0.896617550557776,1341.04,Fall,0,1,1,1
257301,1,1,1,2,10,16,5,7,16,21510,21510.0,377,68,21510.0,377,0.017526731752673174,0.5,0.6385867038586703,1344.375,Summer,1,1,1,1
103823,0,0,0,6,18,25,8,4,25,36284,36284.0,465,84,36284.0,465,0.012815566089736522,0.96,1.0596406129423437,1451.36,Summer,1,1,1,1
800094,0,72,0,8,21,25,7,5,25,43711,43711.0,0,0,43711.0,0,0.0,1.28,1.1640090595044725,1748.44,Summer,1,1,1,1
611415,0,72,0,3,12,19,7,5,19,32583,32583.0,0,0,32583.0,0,0.0,0.631578947368421,0.4758309547923764,1714.8947368421052,Spring,0,1,1,1
763177,0,72,0,7,12,19,8,4,19,29482,29482.0,0,0,29482.0,0,0.0,1.4736842105263157,1.6078963435316465,1551.6842105263158,Fall,1,1,1,1
215508,1,3,1,3,17,27,6,6,27,42725,42725.0,1166,210,42725.0,1166,0.027290813341135166,0.4444444444444444,0.4429256875365711,1582.4074074074074,Spring,1,1,1,1
475634,0,0,0,3,8,8,4,8,8,7024,7024.0,559,101,7024.0,559,0.07958428246013667,1.5,1.5244874715261958,878.0,Fall,0,1,0,1
726139,0,72,0,6,14,19,7,5,19,29713,29713.0,0,0,29713.0,0,0.0,1.263157894736842,1.5742604247299161,1563.842105263158,Fall,0,1,1,1
596153,3,1,1,0,1,14,5,7,14,13163,13163.0,382,69,13163.0,382,0.029020739952898274,0.0,0.0,940.2142857142857,Spring,1,1,1,0
579377,0,6,0,7,13,20,7,5,20,32427,32427.0,625,113,32427.0,625,0.01927406173867456,1.4,1.9091497825885835,1621.35,Fall,1,1,1,1
126665,0,4,0,7,13,19,7,5,19,30617,30617.0,2046,368,30617.0,2046,0.0668256197537316,1.4736842105263157,1.8344057223111343,1611.421052631579,Fall,1,1,1,1
166955,0,72,0,5,10,17,6,6,17,25749,25749.0,0,0,25749.0,0,0.0,1.1764705882352942,1.4499980581770167,1514.6470588235295,Fall,1,1,1,1
112709,0,72,0,7,11,13,5,7,13,19248,19248.0,0,0,19248.0,0,0.0,2.1538461538461537,1.8827930174563592,1480.6153846153845,Fall,0,1,1,1
163645,1,2,1,3,7,12,6,6,12,14534,14534.0,983,177,14534.0,983,0.06763451217834045,1.0,0.8823448465666712,1211.1666666666667,Fall,1,1,1,1
752885,72,72,72,0,0,0,0,12,0,0,0.0,0,0,0.0,0,0.0,1.0,1.0,0.0,None,0,0,0,0
262177,0,2,0,8,15,21,7,5,21,35964,35964.0,852,153,35964.0,852,0.023690357023690357,1.5238095238095237,1.610499388277166,1712.5714285714287,Fall,1,1,1,1
273391,0,3,0,6,17,25,7,5,25,33345,33345.0,457,82,33345.0,457,0.01370520317888739,0.96,1.3437696806117858,1333.8,Summer,1,1,1,1
306869,0,72,0,3,6,8,5,7,8,12519,12519.0,0,0,12519.0,0,0.0,1.5,1.3064941289240355,1564.875,Summer,1,1,1,1
762044,3,72,3,0,7,17,5,7,17,27156,27156.0,0,0,27156.0,0,0.0,0.0,0.0,1597.4117647058824,Spring,1,1,1,0
542182,0,0,0,5,8,19,8,4,19,31454,31454.0,329,59,31454.0,329,0.010459718954663954,1.0526315789473684,0.773701278056845,1655.4736842105262,Fall,1,1,1,1
666608,0,72,0,2,8,14,7,5,14,15561,15561.0,0,0,15561.0,0,0.0,0.5714285714285714,0.9863119336803547,1111.5,Spring,0,1,1,1
374736,1,72,1,6,14,24,8,4,24,41163,41163.0,0,0,41163.0,0,0.0,1.0,0.8872045283385565,1715.125,Fall,1,1,1,1
883660,0,7,0,8,16,26,9,3,26,44342,44342.0,548,99,44342.0,548,0.012358486310946732,1.2307692307692308,1.226106174732759,1705.4615384615386,Spring,1,1,1,1
401060,1,2,1,2,4,9,5,7,9,8853,8853.0,636,114,8853.0,636,0.07184005421890885,0.8888888888888888,1.3509544787077827,983.6666666666666,Fall,0,1,1,1
979010,0,9,0,3,9,16,7,5,16,18725,18725.0,511,92,18725.0,511,0.027289719626168225,0.75,0.7856875834445928,1170.3125,Fall,1,1,1,1
407238,1,2,1,6,12,18,7,5,18,27598,27598.0,1065,191,27598.0,1065,0.03858975288064353,1.3333333333333333,1.4525690267410682,1533.2222222222222,Spring,0,1,1,1
568667,72,72,72,0,0,0,0,12,0,0,0.0,0,0,0.0,0,0.0,1.0,1.0,0.0,None,0,0,0,0
119519,0,72,0,6,12,17,6,6,17,30652,30652.0,0,0,30652.0,0,0.0,1.411764705882353,1.3549523685240767,1803.0588235294117,Fall,1,1,1,1
539674,0,72,0,7,14,24,8,4,24,34370,34370.0,0,0,34370.0,0,0.0,1.1666666666666667,0.8546988652894967,1432.0833333333333,Fall,1,1,1,1
570637,3,72,3,0,11,11,3,9,11,20346,20346.0,0,0,20346.0,0,0.0,0.0,0.0,1849.6363636363637,Summer,0,1,0,0
269154,2,72,2,4,13,22,8,4,22,32951,32951.0,0,0,32951.0,0,0.0,0.7272727272727273,0.552092500986313,1497.7727272727273,Spring,1,1,1,1
539742,1,1,1,2,12,22,10,2,22,34719,34719.0,1588,285,34719.0,1588,0.04573864454621389,0.36363636363636365,0.5390708257726317,1578.1363636363637,Spring,1,1,1,1
666417,0,5,0,8,8,12,6,6,12,19569,19569.0,632,114,19569.0,632,0.032295978333077825,2.6666666666666665,3.1970974500485463,1630.75,Fall,1,0,1,1
212604,0,4,0,3,8,20,8,4,20,22421,22421.0,1174,211,22421.0,1174,0.052361625262031135,0.6,0.9937112528433165,1121.05,Fall,1,1,1,1
715645,0,1,0,7,10,15,7,5,15,28854,28854.0,438,79,28854.0,438,0.015179871075067582,1.8666666666666667,2.139599362306786,1923.6,Spring,0,1,1,1
458984,0,1,0,3,16,21,8,4,21,28595,28595.0,508,91,28595.0,508,0.017765343591536982,0.5714285714285714,0.33110683685959086,1361.6666666666667,Summer,1,1,1,1
803150,0,72,0,3,12,25,9,3,25,36273,36273.0,0,0,36273.0,0,0.0,0.48,0.4106635789705842,1450.92,Summer,1,1,1,1
669978,0,7,0,6,10,19,7,5,19,33024,33024.0,431,78,33024.0,431,0.013051114341085272,1.263157894736842,1.5279796511627908,1738.1052631578948,Fall,1,1,1,1
741428,0,3,0,4,7,7,2,10,7,7063,7063.0,464,84,7063.0,464,0.06569446410873567,2.2857142857142856,2.557553447543537,1009.0,Fall,0,1,0,1
942926,0,1,0,5,9,9,3,9,9,10812,10812.0,379,68,10812.0,379,0.035053644099149094,2.2222222222222223,2.768775434702183,1201.3333333333333,Fall,0,1,0,1
545541,2,72,2,1,11,14,7,5,14,24693,24693.0,0,0,24693.0,0,0.0,0.2857142857142857,0.3716032883813226,1763.7857142857142,Summer,1,1,1,1
397104,0,8,0,3,3,10,4,8,10,15932,15932.0,521,94,15932.0,521,0.0327014812955059,1.2,0.7155410494602059,1593.2,Spring,1,0,1,1
913949,2,4,2,3,11,20,8,4,20,24686,24686.0,518,93,24686.0,518,0.020983553431094547,0.6,0.7597828728834157,1234.3,Spring,1,1,1,1
144879,0,72,0,7,18,18,6,6,18,25764,25764.0,0,0,25764.0,0,0.0,1.5555555555555556,2.36190032603633,1431.3333333333333,Fall,0,1,0,1
113694,0,4,0,4,10,18,6,6,18,29459,29459.0,1263,228,29459.0,1263,0.042873145727960894,0.8888888888888888,0.9245391900607625,1636.611111111111,Fall,1,1,1,1
895725,1,9,1,4,11,21,7,5,21,21856,21856.0,475,86,21856.0,475,0.02173316251830161,0.7619047619047619,0.5702781844802343,1040.7619047619048,Fall,1,1,1,1
100642,0,4,0,9,18,21,8,4,21,33919,33919.0,502,90,33919.0,502,0.014799964621598515,1.7142857142857142,1.8922727674754563,1615.1904761904761,Fall,0,1,1,1
936547,1,1,1,3,13,26,9,3,26,31322,31322.0,587,106,31322.0,587,0.018740821148074835,0.46153846153846156,0.7758125279356363,1204.6923076923076,Spring,1,1,1,1
980414,1,72,1,3,4,14,5,7,14,28396,28396.0,0,0,28396.0,0,0.0,0.8571428571428571,0.4990843780814199,2028.2857142857142,Spring,0,1,1,1
335371,2,72,2,1,10,16,7,5,16,24254,24254.0,0,0,24254.0,0,0.0,0.25,0.3341304527088315,1515.875,Summer,1,1,1,1
606455,0,3,0,3,11,18,6,6,18,32081,32081.0,551,99,32081.0,551,0.017175275084941242,0.6666666666666666,0.3781677628502852,1782.2777777777778,Spring,1,1,1,1
937638,3,72,3,0,9,19,6,6,19,29584,29584.0,0,0,29584.0,0,0.0,0.0,0.0,1557.0526315789473,Spring,1,1,1,0
724599,72,72,72,0,0,0,0,12,0,0,0.0,0,0,0.0,0,0.0,1.0,1.0,0.0,None,0,0,0,0
307740,2,72,2,3,10,13,5,7,13,19587,19587.0,0,0,19587.0,0,0.0,0.9230769230769231,1.171389186705468,1506.6923076923076,Summer,1,1,1,1
238753,0,0,0,4,12,22,8,4,22,33484,33484.0,968,175,33484.0,968,0.02890932982917214,0.7272727272727273,0.7776848644128539,1522.0,Fall,1,1,1,1
302467,0,5,0,7,7,15,6,6,15,21619,21619.0,639,115,21619.0,639,0.02955733382672649,1.8666666666666667,2.118136824089921,1441.2666666666667,Fall,0,0,1,1
573954,0,3,0,7,8,15,6,6,15,18457,18457.0,527,95,18457.0,527,0.02855285257625833,1.8666666666666667,1.4892994527821424,1230.4666666666667,Fall,1,1,1,1
825490,1,72,1,2,12,16,4,8,16,30198,30198.0,0,0,30198.0,0,0.0,0.5,0.5065236108351546,1887.375,Summer,0,1,1,1
993986,2,4,2,2,5,14,5,7,14,16887,16887.0,1115,201,16887.0,1115,0.06602712145437319,0.5714285714285714,0.5016876887546633,1206.2142857142858,Spring,1,1,1,1
554487,0,72,0,4,6,12,5,7,12,11451,11451.0,0,0,11451.0,0,0.0,1.3333333333333333,1.7525106977556546,954.25,Fall,0,1,1,1
374984,0,6,0,4,8,16,6,6,16,16169,16169.0,891,160,16169.0,891,0.055105448698126044,1.0,1.3353948914589646,1010.5625,Spring,0,1,1,1
918478,0,6,0,4,14,24,10,2,24,26402,26402.0,1254,225,26402.0,1254,0.04749640178774335,0.6666666666666666,0.8988712976289674,1100.0833333333333,Spring,1,1,1,1
638804,6,6,6,0,0,3,3,9,3,4368,4368.0,859,155,4368.0,859,0.19665750915750915,0.0,0.0,1456.0,Spring,1,0,1,0
266968,0,72,0,9,17,30,10,2,30,44673,44673.0,0,0,44673.0,0,0.0,1.2,0.9891433304232982,1489.1,Fall,1,1,1,1
210630,0,3,0,3,9,22,9,3,22,35182,35182.0,577,104,35182.0,577,0.01640043203911091,0.5454545454545454,0.6548803365357285,1599.1818181818182,Spring,1,1,1,1
439696,0,9,0,2,7,12,6,6,12,16669,16669.0,501,90,16669.0,501,0.030055792189093527,0.6666666666666666,0.5060891475193473,1389.0833333333333,Fall,1,1,1,1
449654,0,1,0,8,9,16,7,5,16,16388,16388.0,785,141,16388.0,785,0.04790090309982915,2.0,1.4137173541615817,1024.25,Spring,1,1,1,1
615251,1,72,1,4,9,15,8,4,15,27625,27625.0,0,0,27625.0,0,0.0,1.0666666666666667,0.8236018099547512,1841.6666666666667,Fall,1,1,1,1
947099,0,72,0,1,3,8,4,8,8,17447,17447.0,0,0,17447.0,0,0.0,0.5,0.18180776064652948,2180.875,Spring,0,1,1,1
832625,2,72,2,3,10,14,4,8,14,18101,18101.0,0,0,18101.0,0,0.0,0.8571428571428571,1.3756146069277941,1292.9285714285713,Summer,0,1,1,1
153146,0,72,0,1,8,18,6,6,18,31141,31141.0,0,0,31141.0,0,0.0,0.2222222222222222,0.20487460261391735,1730.0555555555557,Spring,1,1,1,1
239027,0,1,0,3,10,18,10,2,18,22234,22234.0,1720,310,22234.0,1720,0.07735899973014303,0.6666666666666666,0.7901412251506701,1235.2222222222222,Fall,1,1,1,1
792795,0,7,0,4,13,19,7,5,19,35187,35187.0,347,62,35187.0,347,0.009861596612385256,0.8421052631578947,0.6595617699718647,1851.9473684210527,Summer,1,1,1,1
821043,1,72,1,4,14,22,7,5,22,23182,23182.0,0,0,23182.0,0,0.0,0.7272727272727273,0.8354758001898024,1053.7272727272727,Fall,1,1,1,1
183716,0,72,0,9,11,16,7,5,16,22417,22417.0,0,0,22417.0,0,0.0,2.25,2.293616451799973,1401.0625,Fall,1,1,1,1
456716,0,6,0,6,14,20,9,3,20,27365,27365.0,522,94,27365.0,522,0.019075461355746393,1.2,1.3493148181984287,1368.25,Summer,1,1,1,1
111788,0,2,0,9,18,31,10,2,31,47064,47064.0,862,155,47064.0,862,0.018315485296617372,1.1612903225806452,1.325344212136665,1518.1935483870968,Fall,1,1,1,1
452725,1,5,1,4,14,25,9,3,25,38231,38231.0,1514,272,38231.0,1514,0.039601370615469124,0.64,0.8774031545081217,1529.24,Summer,1,1,1,1
894111,0,1,0,6,19,25,10,2,25,31504,31504.0,619,111,31504.0,619,0.019648298628745557,0.96,1.111985779583545,1260.16,Fall,1,1,1,1
410347,1,3,1,4,12,16,6,6,16,17974,17974.0,908,163,17974.0,908,0.05051741404250584,1.0,1.1153888950706576,1123.375,Fall,1,1,1,1
485674,3,0,0,0,6,14,6,6,14,22821,22821.0,448,81,22821.0,448,0.019631041584505498,0.0,0.0,1630.0714285714287,Spring,1,1,1,0
968671,1,4,1,4,13,19,7,5,19,20792,20792.0,966,174,20792.0,966,0.046460176991150445,0.8421052631578947,1.2747210465563679,1094.3157894736842,Summer,0,1,1,1
926250,0,72,0,10,15,15,4,8,15,17512,17512.0,0,0,17512.0,0,0.0,2.6666666666666665,2.8944723618090453,1167.4666666666667,Fall,0,1,0,1
958059,1,72,1,5,12,22,7,5,22,31484,31484.0,0,0,31484.0,0,0.0,0.9090909090909091,1.2632448227671198,1431.090909090909,Fall,1,1,1,1
547355,3,6,3,0,8,11,4,8,11,19212,19212.0,1138,205,19212.0,1138,0.05923381220070789,0.0,0.0,1746.5454545454545,Summer,1,1,1,0
603674,1,1,1,2,7,13,5,7,13,21152,21152.0,1247,225,21152.0,1247,0.05895423600605144,0.6153846153846154,0.5782904689863843,1627.076923076923,Spring,0,1,1,1
738204,0,0,0,8,18,27,9,3,27,35762,35762.0,422,76,35762.0,422,0.011800234886192048,1.1851851851851851,1.4697164588110285,1324.5185185185185,Summer,1,1,1,1
884844,0,3,0,5,9,19,7,5,19,31515,31515.0,1728,312,31515.0,1728,0.05483103284150405,1.0526315789473684,0.988354751705537,1658.6842105263158,Spring,1,1,1,1
800571,2,9,2,3,17,24,8,4,24,33446,33446.0,451,81,33446.0,451,0.013484422651438139,0.5,0.48005740596782875,1393.5833333333333,Spring,1,1,1,1
315848,0,9,0,10,19,29,9,3,29,43845,43845.0,300,54,43845.0,300,0.006842285323297981,1.3793103448275863,1.1064431520127722,1511.896551724138,Fall,1,1,1,1
847357,2,4,2,4,12,21,6,6,21,23632,23632.0,483,87,23632.0,483,0.020438388625592416,0.7619047619047619,0.6993906567366283,1125.3333333333333,Spring,1,1,1,1
387523,1,72,1,2,14,16,6,6,16,25869,25869.0,0,0,25869.0,0,0.0,0.5,0.22327882794077855,1616.8125,Summer,0,1,1,1
631200,2,5,2,1,3,9,5,7,9,15363,15363.0,520,94,15363.0,520,0.03384755581592137,0.4444444444444444,0.534531016077589,1707.0,Summer,1,1,1,1
324364,1,72,1,8,21,23,6,6,23,39061,39061.0,0,0,39061.0,0,0.0,1.391304347826087,1.815007296280177,1698.304347826087,Summer,0,1,1,1
879601,0,72,0,5,5,12,6,6,12,17882,17882.0,0,0,17882.0,0,0.0,1.6666666666666667,2.0425008388323453,1490.1666666666667,Spring,1,0,1,1
995128,1,7,1,7,18,21,5,7,21,23574,23574.0,425,77,23574.0,425,0.018028336302706373,1.3333333333333333,1.3043183167896835,1122.5714285714287,Fall,0,1,1,1
958491,0,0,0,4,4,4,1,11,4,8470,8470.0,403,73,8470.0,403,0.047579693034238486,4.0,4.0,2117.5,Fall,0,0,0,1
206328,0,8,0,5,7,18,9,3,18,35176,35176.0,417,75,35176.0,417,0.011854673641118944,1.1111111111111112,0.7774619058448943,1954.2222222222222,Fall,1,1,1,1
303207,0,72,0,5,8,8,3,9,8,14633,14633.0,0,0,14633.0,0,0.0,2.5,2.2327615663226954,1829.125,Fall,0,1,0,1
615854,0,72,0,7,14,18,7,5,18,25405,25405.0,0,0,25405.0,0,0.0,1.5555555555555556,1.5422160991930722,1411.388888888889,Fall,1,1,1,1
428376,0,2,0,8,8,12,5,7,12,12112,12112.0,919,165,12112.0,919,0.07587516512549537,2.6666666666666665,2.108982826948481,1009.3333333333334,Fall,1,0,1,1
383954,0,72,0,4,10,10,5,7,10,14533,14533.0,0,0,14533.0,0,0.0,1.6,1.1587421729856189,1453.3,Summer,0,1,0,1
298681,0,1,0,5,9,13,6,6,13,13234,13234.0,921,166,13234.0,921,0.06959347136164425,1.5384615384615385,1.3565059694725707,1018.0,Fall,1,1,1,1
597300,0,8,0,5,6,16,6,6,16,20067,20067.0,432,78,20067.0,432,0.021527881596651217,1.25,1.1222404943439477,1254.1875,Fall,1,1,1,1
980915,0,3,0,1,7,12,5,7,12,19158,19158.0,408,73,19158.0,408,0.021296586282492952,0.3333333333333333,0.38020670216097713,1596.5,Summer,1,1,1,1
779977,0,72,0,6,13,18,7,5,18,23263,23263.0,0,0,23263.0,0,0.0,1.3333333333333333,1.1756007393715342,1292.388888888889,Fall,1,1,1,1
877488,0,72,0,6,10,17,9,3,17,20887,20887.0,0,0,20887.0,0,0.0,1.411764705882353,1.3895724613395892,1228.6470588235295,Fall,1,1,1,1
661193,1,72,1,3,12,22,9,3,22,28058,28058.0,0,0,28058.0,0,0.0,0.5454545454545454,0.3006629125383135,1275.3636363636363,Spring,1,1,1,1
824360,1,72,1,2,4,13,6,6,13,21360,21360.0,0,0,21360.0,0,0.0,0.6153846153846154,0.47116104868913855,1643.076923076923,Spring,1,1,1,1
412284,5,72,5,0,4,10,4,8,10,12826,12826.0,0,0,12826.0,0,0.0,0.0,0.0,1282.6,Spring,1,1,1,0
564449,0,6,0,1,5,18,6,6,18,39396,39396.0,696,125,39396.0,696,0.017666768199817242,0.2222222222222222,0.23058178495278708,2188.6666666666665,Spring,1,1,1,1
394078,0,72,0,3,11,11,3,9,11,17197,17197.0,0,0,17197.0,0,0.0,1.0909090909090908,0.6035936500552422,1563.3636363636363,Summer,0,1,0,1
285411,0,72,0,1,5,15,7,5,15,26609,26609.0,0,0,26609.0,0,0.0,0.26666666666666666,0.17392611522417228,1773.9333333333334,Spring,1,1,1,1
322733,0,7,0,5,7,16,6,6,16,21744,21744.0,727,131,21744.0,727,0.03343451066961001,1.25,2.0266740250183957,1359.0,Fall,1,1,1,1
479278,0,72,0,4,12,17,6,6,17,31142,31142.0,0,0,31142.0,0,0.0,0.9411764705882353,0.9612741635090875,1831.8823529411766,Fall,0,1,1,1
980935,0,72,0,3,9,11,6,6,11,19586,19586.0,0,0,19586.0,0,0.0,1.0909090909090908,1.0489124885122025,1780.5454545454545,Summer,0,1,1,1
364908,0,72,0,5,14,23,8,4,23,28004,28004.0,0,0,28004.0,0,0.0,0.8695652173913043,0.7086130552778175,1217.5652173913043,Fall,1,1,1,1
610482,0,2,0,6,10,17,6,6,17,30731,30731.0,772,139,30731.0,772,0.0251212131072858,1.411764705882353,1.294328202791969,1807.7058823529412,Fall,1,1,1,1
166475,2,9,2,4,9,17,6,6,17,31441,31441.0,521,94,31441.0,521,0.016570719760821858,0.9411764705882353,0.9144747304475048,1849.4705882352941,Spring,1,1,1,1
352101,0,4,0,7,12,21,10,2,21,34606,34606.0,772,139,34606.0,772,0.02230827024215454,1.3333333333333333,1.2469513957117262,1647.904761904762,Fall,1,1,1,1
387570,0,72,0,4,9,17,6,6,17,25474,25474.0,0,0,25474.0,0,0.0,0.9411764705882353,0.3887885687367512,1498.4705882352941,Fall,1,1,1,1
434621,1,72,1,2,2,2,1,11,2,4528,4528.0,0,0,4528.0,0,0.0,4.0,4.0,2264.0,Fall,0,0,0,1
815834,0,72,0,7,16,31,11,1,31,47811,47811.0,0,0,47811.0,0,0.0,0.9032258064516129,0.9230511806906361,1542.2903225806451,Fall,1,1,1,1
294634,0,5,0,9,12,20,7,5,20,31916,31916.0,589,106,31916.0,589,0.018454693570622883,1.8,2.158917157538539,1595.8,Fall,1,1,1,1
674394,0,72,0,5,13,19,7,5,19,30511,30511.0,0,0,30511.0,0,0.0,1.0526315789473684,1.348890564058864,1605.842105263158,Fall,1,1,1,1
664737,1,4,1,3,11,21,7,5,21,27124,27124.0,441,79,27124.0,441,0.01625866391387701,0.5714285714285714,0.6658309983778203,1291.6190476190477,Spring,1,1,1,1
736389,0,72,0,7,12,12,4,8,12,23560,23560.0,0,0,23560.0,0,0.0,2.3333333333333335,1.9804753820033956,1963.3333333333333,Fall,0,1,0,1
237094,0,72,0,11,27,36,8,4,36,54408,54408.0,0,0,54408.0,0,0.0,1.2222222222222223,0.9459638288486987,1511.3333333333333,Fall,0,1,1,1
719383,4,0,0,0,11,16,4,8,16,16068,16068.0,778,140,16068.0,778,0.04841921832213095,0.0,0.0,1004.25,Summer,1,1,1,0
252419,2,4,2,3,18,23,6,6,23,33709,33709.0,1982,357,33709.0,1982,0.058797353822421315,0.5217391304347826,0.6763772286333026,1465.608695652174,Summer,1,1,1,1
471662,1,72,1,4,11,13,6,6,13,21502,21502.0,0,0,21502.0,0,0.0,1.2307692307692308,1.3334573528043903,1654.0,Fall,1,1,0,1
345841,3,3,3,0,8,11,4,8,11,17991,17991.0,482,87,17991.0,482,0.02679117336446001,0.0,0.0,1635.5454545454545,Summer,0,1,1,0
760176,0,72,0,3,5,11,5,7,11,13421,13421.0,0,0,13421.0,0,0.0,1.0909090909090908,0.7966619476939125,1220.090909090909,Spring,0,1,1,1
612510,1,7,1,2,10,15,5,7,15,18645,18645.0,577,104,18645.0,577,0.030946634486457496,0.5333333333333333,0.8650040225261464,1243.0,Spring,0,1,1,1
248593,1,72,1,6,10,16,7,5,16,29458,29458.0,0,0,29458.0,0,0.0,1.5,1.1612465204698215,1841.125,Fall,1,1,1,1
419570,0,72,0,4,9,19,6,6,19,30490,30490.0,0,0,30490.0,0,0.0,0.8421052631578947,0.7803214168579862,1604.7368421052631,Spring,1,1,1,1
279221,5,72,5,0,6,13,4,8,13,25086,25086.0,0,0,25086.0,0,0.0,0.0,0.0,1929.6923076923076,Spring,0,1,1,0
650621,2,2,2,3,9,16,6,6,16,22087,22087.0,833,150,22087.0,833,0.03771449268800652,0.75,1.1181237832208992,1380.4375,Spring,1,1,1,1
209675,0,8,0,5,12,22,9,3,22,34769,34769.0,701,126,34769.0,701,0.020161638240961777,0.9090909090909091,0.686243492766545,1580.409090909091,Fall,1,1,1,1
888649,0,1,0,6,16,24,9,3,24,35525,35525.0,496,89,35525.0,496,0.013961998592540464,1.0,0.94018296973962,1480.2083333333333,Fall,0,1,1,1
994763,2,72,2,4,6,9,3,9,9,10180,10180.0,0,0,10180.0,0,0.0,1.7777777777777777,1.9882121807465618,1131.111111111111,Fall,0,1,1,1
789444,1,1,1,2,9,17,8,4,17,25039,25039.0,1062,191,25039.0,1062,0.04241383441830744,0.47058823529411764,0.7182395463077599,1472.8823529411766,Summer,1,1,1,1
615054,0,72,0,1,11,15,6,6,15,16911,16911.0,0,0,16911.0,0,0.0,0.26666666666666666,0.4321447578499202,1127.4,Spring,0,1,1,1
