Loyalty Number,education_ordinal,loyalty_card_ordinal,is_married,is_single,is_male,is_promo_enrollment,tenure_months,salary_imputed,province_Alberta,province_British Columbia,province_Manitoba,province_New Brunswick,province_Newfoundland,province_Nova Scotia,province_Ontario,province_Prince Edward Island,province_Quebec,province_Saskatchewan,province_Yukon
304779,1,2,1,0,0,0,22,54137.0,0,0,0,0,0,0,1,0,0,0,0
302158,3,2,1,0,1,0,56,50947.0,0,0,0,0,0,0,0,0,1,0,0
474333,1,2,1,0,0,0,16,78318.0,1,0,0,0,0,0,0,0,0,0,0
620122,1,2,1,0,0,0,60,78318.0,0,0,0,0,0,0,1,0,0,0,0
692328,1,2,1,0,0,0,20,78318.0,0,0,0,0,0,0,1,0,0,0,0
920100,1,2,1,0,0,0,12,78318.0,0,0,0,0,0,0,0,0,1,0,0
799781,3,2,1,0,1,0,56,74994.0,0,0,0,0,0,0,1,0,0,0,0
385912,3,2,1,0,0,0,47,66829.0,0,0,0,0,0,0,1,0,0,0,0
929410,3,2,1,0,0,0,66,66829.0,0,1,0,0,0,0,0,0,0,0,0
418327,2,2,0,1,0,0,13,74161.0,0,0,0,0,0,0,1,0,0,0,0
804536,2,2,0,1,1,0,40,74161.0,0,1,0,0,0,0,0,0,0,0,0
141945,3,2,1,0,0,0,18,61968.0,0,0,0,0,0,0,1,0,0,0,0
796484,3,2,1,0,0,0,23,61968.0,1,0,0,0,0,0,0,0,0,0,0
763341,3,2,0,0,0,0,22,84129.0,0,0,0,0,0,0,1,0,0,0,0
659419,3,2,1,0,0,0,22,61518.0,0,1,0,0,0,0,0,0,0,0,0
798433,3,2,1,0,1,0,45,48333.0,0,1,0,0,0,0,0,0,0,0,0
385358,3,2,1,0,1,0,31,71321.0,0,0,0,0,0,0,1,0,0,0,0
312048,3,2,1,0,1,0,62,85316.0,0,0,0,0,0,0,1,0,0,0,0
501976,3,2,1,0,1,0,52,69912.0,0,0,0,0,0,0,0,0,1,0,0
502376,3,2,1,0,1,0,28,74612.0,0,1,0,0,0,0,0,0,0,0,0
585082,3,2,1,0,1,0,44,61373.0,0,1,0,0,0,0,0,0,0,0,0
451961,2,2,1,0,1,0,62,74161.0,0,0,0,0,0,0,0,0,1,0,0
604461,3,2,1,0,1,0,53,67115.0,0,0,0,0,0,0,1,0,0,0,0
834304,3,2,1,0,0,0,17,63057.0,0,0,0,0,0,1,0,0,0,0,0
773418,3,2,1,0,1,0,55,97372.0,0,0,0,0,0,0,0,0,1,0,0
754042,3,2,1,0,0,0,57,93649.0,0,0,0,0,0,0,0,1,0,0,0
642002,3,2,1,0,0,0,19,56697.0,0,0,0,0,0,0,1,0,0,0,0
369229,3,2,1,0,1,0,46,93799.0,0,1,0,0,0,0,0,0,0,0,0
551946,3,2,1,0,0,0,16,93799.0,0,0,0,0,0,0,0,0,1,0,0
542043,3,2,1,0,1,0,27,51656.0,0,0,0,0,0,0,0,0,0,1,0
840866,3,2,1,0,0,0,16,51656.0,0,0,0,0,0,1,0,0,0,0,0
108625,3,2,1,0,1,0,19,81729.0,0,1,0,0,0,0,0,0,0,0,0
624407,3,2,1,0,0,0,36,81729.0,0,0,0,0,0,0,0,0,1,0,0
950446,2,2,0,1,0,0,28,74161.0,0,1,0,0,0,0,0,0,0,0,0
822956,3,2,1,0,0,0,59,84612.0,0,0,0,0,0,0,0,0,1,0,0
631543,3,2,1,0,0,0,38,82515.0,0,0,0,0,0,0,0,0,1,0,0
440642,3,2,1,0,1,0,47,72031.0,0,0,0,1,0,0,0,0,0,0,0
966953,3,2,0,1,1,0,24,61026.0,0,0,0,0,0,0,1,0,0,0,0
244367,1,2,0,0,1,0,16,54773.0,0,0,0,1,0,0,0,0,0,0,0
298181,3,2,1,0,1,0,34,67919.0,0,1,0,0,0,0,0,0,0,0,0
793904,3,2,0,1,1,0,39,84396.0,1,0,0,0,0,0,0,0,0,0,0
334997,3,2,1,0,1,0,64,63567.0,0,0,0,0,0,0,0,0,1,0,0
328446,3,2,0,0,1,0,38,103435.0,0,0,0,0,0,0,1,0,0,0,0
925504,3,2,0,0,1,0,25,103435.0,0,1,0,0,0,0,0,0,0,0,0
693133,3,2,1,0,1,0,63,67101.0,0,0,0,1,0,0,0,0,0,0,0
499890,3,2,1,0,0,0,63,91266.0,0,1,0,0,0,0,0,0,0,0,0
406810,3,2,1,0,1,0,19,58070.0,0,0,0,0,0,0,1,0,0,0,0
545947,3,2,1,0,1,0,29,58070.0,0,1,0,0,0,0,0,0,0,0,0
800610,3,2,1,0,0,0,35,95091.0,0,0,0,0,0,0,0,0,1,0,0
209787,2,2,0,1,1,0,65,74161.0,0,0,0,0,0,0,1,0,0,0,0
947497,3,2,1,0,1,0,5,64784.0,0,1,0,0,0,0,0,0,0,0,0
386342,3,2,0,0,1,0,40,64064.0,0,1,0,0,0,0,0,0,0,0,0
557519,3,2,1,0,0,0,47,79053.0,0,0,0,0,0,0,0,0,1,0,0
260408,3,2,1,0,0,0,33,57119.0,0,0,0,0,0,0,0,0,1,0,0
672236,3,2,1,0,1,0,18,57119.0,0,1,0,0,0,0,0,0,0,0,0
268129,3,2,0,1,0,0,9,56692.0,0,1,0,0,0,0,0,0,0,0,0
694241,3,2,1,0,0,0,32,76349.0,0,0,0,0,0,0,1,0,0,0,0
297306,3,2,1,0,0,0,17,89745.0,0,0,0,0,0,0,1,0,0,0,0
220892,3,2,0,1,0,0,18,79023.0,0,0,0,0,0,0,1,0,0,0,0
725835,3,2,1,0,0,0,43,55457.0,0,0,0,0,0,0,1,0,0,0,0
894322,3,2,1,0,0,0,6,50954.0,0,1,0,0,0,0,0,0,0,0,0
137646,3,2,1,0,0,0,61,47424.0,0,0,0,1,0,0,0,0,0,0,0
828967,3,2,1,0,1,0,58,76284.0,0,0,0,0,0,0,1,0,0,0,0
344413,3,2,1,0,0,0,64,94341.0,0,1,0,0,0,0,0,0,0,0,0
968253,2,2,0,1,1,0,15,74161.0,0,0,0,0,0,0,0,0,1,0,0
167578,4,2,1,0,0,0,64,100817.0,1,0,0,0,0,0,0,0,0,0,0
648380,4,2,1,0,0,0,37,100817.0,0,0,0,1,0,0,0,0,0,0,0
379836,2,2,0,1,0,0,16,74161.0,1,0,0,0,0,0,0,0,0,0,0
159397,2,2,0,1,1,0,46,74161.0,0,0,0,0,0,1,0,0,0,0,0
585975,2,2,0,1,1,0,14,74161.0,0,0,0,0,0,0,0,0,0,1,0
126424,1,2,0,0,1,0,32,80289.0,0,0,0,0,0,0,0,0,1,0,0
975407,2,2,0,1,0,0,44,74161.0,0,0,0,0,0,0,0,0,1,0,0
296097,3,2,0,1,1,0,25,48080.0,0,1,0,0,0,0,0,0,0,0,0
129827,5,2,0,0,0,0,47,133881.0,0,0,0,0,0,0,1,0,0,0,0
794625,2,2,0,0,1,0,60,74161.0,0,0,0,0,0,0,0,0,1,0,0
106218,4,2,1,0,1,0,46,111106.0,0,0,0,0,0,0,1,0,0,0,0
283437,4,2,1,0,1,0,42,111106.0,0,0,0,0,0,0,1,0,0,0,0
903534,4,2,1,0,1,0,35,111106.0,0,1,0,0,0,0,0,0,0,0,0
473775,3,2,1,0,0,0,15,68366.0,0,1,0,0,0,0,0,0,0,0,0
627354,3,2,1,0,0,0,31,98755.0,0,1,0,0,0,0,0,0,0,0,0
131098,3,2,1,0,1,0,62,54851.0,0,0,1,0,0,0,0,0,0,0,0
750130,3,2,1,0,1,0,27,49771.0,0,0,0,0,0,0,1,0,0,0,0
662936,3,2,1,0,0,0,64,74234.0,0,0,0,0,0,0,1,0,0,0,0
424793,2,2,0,1,0,0,21,74161.0,1,0,0,0,0,0,0,0,0,0,0
106509,3,2,1,0,1,0,7,54529.0,0,0,0,0,0,0,1,0,0,0,0
967443,2,2,0,1,0,0,42,74161.0,0,1,0,0,0,0,0,0,0,0,0
152355,3,2,1,0,1,0,65,97055.0,0,0,0,0,0,0,1,0,0,0,0
511875,3,2,1,0,1,0,23,60005.0,0,1,0,0,0,0,0,0,0,0,0
838634,3,2,0,0,0,0,14,72350.0,0,0,0,0,0,0,0,0,0,1,0
404106,3,2,1,0,1,0,16,72438.0,0,0,0,0,0,0,1,0,0,0,0
164192,3,2,1,0,1,0,13,70881.0,0,0,0,0,0,0,0,0,1,0,0
777197,3,2,0,0,0,0,16,79924.0,0,0,0,0,0,0,1,0,0,0,0
878240,3,2,1,0,1,0,44,60746.0,0,0,0,0,0,0,1,0,0,0,0
122173,3,2,1,0,0,0,61,82761.0,0,0,0,0,0,0,1,0,0,0,0
292061,3,2,0,0,0,0,42,57587.0,0,1,0,0,0,0,0,0,0,0,0
646399,3,2,1,0,1,0,17,48369.0,0,1,0,0,0,0,0,0,0,0,0
331560,3,2,1,0,1,0,33,97472.0,0,0,0,0,0,0,0,0,1,0,0
981427,5,2,1,0,1,0,62,202022.0,0,0,0,0,0,0,0,0,1,0,0
277826,3,2,1,0,1,0,60,69772.0,0,1,0,0,0,0,0,0,0,0,0
715792,3,2,1,0,0,0,29,102826.0,0,1,0,0,0,0,0,0,0,0,0
175017,2,2,1,0,0,0,12,74161.0,0,1,0,0,0,0,0,0,0,0,0
564114,3,2,1,0,0,0,18,80381.0,0,0,0,0,0,1,0,0,0,0,0
228896,3,2,1,0,0,0,51,91156.0,0,0,0,0,0,0,0,0,1,0,0
271235,2,2,0,0,0,0,5,74161.0,0,1,0,0,0,0,0,0,0,0,0
382252,2,2,0,0,0,0,14,74161.0,0,1,0,0,0,0,0,0,0,0,0
626030,2,2,0,0,0,0,8,74161.0,0,0,0,0,0,0,1,0,0,0,0
290465,3,2,1,0,1,0,53,58405.0,0,0,1,0,0,0,0,0,0,0,0
507005,3,2,0,1,0,0,46,58908.0,0,0,0,1,0,0,0,0,0,0,0
103490,1,2,0,1,1,0,52,65543.0,0,1,0,0,0,0,0,0,0,0,0
107119,3,2,0,1,0,0,55,92398.0,0,0,0,0,0,0,1,0,0,0,0
584727,2,2,0,1,1,0,56,74161.0,0,1,0,0,0,0,0,0,0,0,0
270499,3,2,0,1,0,0,18,94987.0,0,0,0,0,0,0,0,0,0,1,0
568525,3,2,1,0,1,0,32,75952.0,0,0,0,0,0,0,0,1,0,0,0
667781,2,2,1,0,0,0,44,74161.0,1,0,0,0,0,0,0,0,0,0,0
537013,2,2,0,1,1,0,46,74161.0,0,0,0,0,0,0,1,0,0,0,0
685518,3,2,1,0,1,0,5,58033.0,1,0,0,0,0,0,0,0,0,0,0
834943,2,2,1,0,0,0,66,74161.0,0,0,0,0,0,0,0,0,1,0,0
239605,3,2,1,0,1,0,36,82081.0,0,0,0,0,0,0,1,0,0,0,0
914044,3,2,1,0,1,0,10,71194.0,1,0,0,0,0,0,0,0,0,0,0
411586,3,2,1,0,1,0,20,88051.0,0,0,0,0,0,0,1,0,0,0,0
472824,3,2,0,0,1,0,48,47411.0,0,0,0,0,0,0,1,0,0,0,0
900083,3,2,0,0,1,0,56,47411.0,0,1,0,0,0,0,0,0,0,0,0
911503,3,2,0,0,1,0,20,68245.0,0,0,0,0,0,1,0,0,0,0,0
712426,2,2,0,1,0,0,24,74161.0,0,0,1,0,0,0,0,0,0,0,0
512097,1,2,1,0,1,0,15,76948.0,0,1,0,0,0,0,0,0,0,0,0
643059,3,2,1,0,0,0,18,80131.0,0,1,0,0,0,0,0,0,0,0,0
246187,1,2,1,0,1,0,14,52017.0,0,0,0,0,0,0,0,0,1,0,0
333295,3,2,0,1,1,0,20,56850.0,0,0,0,0,0,0,0,0,1,0,0
815643,3,2,1,0,1,0,21,55876.0,0,0,0,0,0,0,0,0,1,0,0
688533,5,2,1,0,1,0,41,67855.0,0,0,0,0,0,0,1,0,0,0,0
732808,2,2,0,1,1,0,13,74161.0,0,0,0,0,0,0,0,0,1,0,0
764595,2,2,0,1,1,0,30,74161.0,0,1,0,0,0,0,0,0,0,0,0
738431,1,2,0,1,1,0,45,75586.0,0,0,0,0,0,1,0,0,0,0,0
334437,2,2,0,1,1,0,23,74161.0,0,1,0,0,0,0,0,0,0,0,0
989746,2,2,0,1,1,0,64,74161.0,0,0,0,0,0,0,1,0,0,0,0
476068,2,2,0,1,1,0,66,74161.0,0,1,0,0,0,0,0,0,0,0,0
735263,2,2,0,1,0,0,18,74161.0,0,1,0,0,0,0,0,0,0,0,0
739352,2,2,0,1,0,0,49,74161.0,0,0,0,1,0,0,0,0,0,0,0
380788,3,2,1,0,0,0,21,98888.0,0,0,0,0,0,0,0,0,1,0,0
509810,3,2,0,1,1,0,28,53729.0,0,0,0,0,0,0,1,0,0,0,0
735038,2,2,0,1,0,0,40,74161.0,0,0,0,0,0,0,0,0,1,0,0
459404,3,2,0,0,0,0,56,48521.0,0,1,0,0,0,0,0,0,0,0,0
672600,2,2,0,1,1,0,9,74161.0,0,0,0,0,0,0,1,0,0,0,0
194493,3,2,1,0,0,0,18,61100.0,0,0,0,0,0,0,0,0,1,0,0
693922,2,2,0,1,1,0,37,74161.0,0,0,0,0,0,0,0,0,1,0,0
815381,3,2,1,0,1,0,60,86276.0,0,0,0,0,0,0,0,0,1,0,0
413994,3,2,1,0,1,0,19,93731.0,0,0,0,0,0,0,1,0,0,0,0
480957,3,2,1,0,1,0,21,81173.0,0,1,0,0,0,0,0,0,0,0,0
434807,2,2,0,1,0,0,64,74161.0,0,0,0,0,0,0,0,0,1,0,0
950707,3,2,1,0,0,0,65,69609.0,0,1,0,0,0,0,0,0,0,0,0
576110,3,2,1,0,0,0,12,80194.0,1,0,0,0,0,0,0,0,0,0,0
700650,3,2,1,0,0,0,49,78559.0,0,1,0,0,0,0,0,0,0,0,0
237402,2,2,0,1,0,0,33,74161.0,0,0,0,0,0,0,0,0,1,0,0
878575,3,2,0,1,1,0,47,94226.0,0,0,0,0,0,0,0,0,1,0,0
340802,3,2,1,0,1,0,11,99788.0,0,0,0,0,0,0,0,0,1,0,0
486831,3,2,1,0,0,0,53,99788.0,0,1,0,0,0,0,0,0,0,0,0
173398,3,2,1,0,0,0,49,55958.0,0,0,0,0,0,0,0,0,1,0,0
832301,3,2,1,0,1,0,63,50057.0,0,0,0,0,0,0,1,0,0,0,0
535151,2,2,1,0,0,0,66,74161.0,1,0,0,0,0,0,0,0,0,0,0
881362,2,2,1,0,0,0,6,74161.0,0,0,0,0,0,0,1,0,0,0,0
678205,3,2,1,0,1,0,26,67358.0,0,0,0,0,0,0,0,0,1,0,0
222490,3,2,0,0,0,0,27,62800.0,0,0,0,0,0,0,0,0,1,0,0
687984,3,2,1,0,1,0,60,95936.0,0,0,0,0,0,0,1,0,0,0,0
882911,3,2,1,0,1,0,22,95936.0,0,1,0,0,0,0,0,0,0,0,0
751718,3,2,1,0,0,0,9,101878.0,0,0,0,0,0,0,1,0,0,0,0
976007,3,2,1,0,0,0,52,101878.0,0,1,0,0,0,0,0,0,0,0,0
981691,3,2,1,0,1,0,6,51896.0,0,1,0,0,0,0,0,0,0,0,0
193827,2,2,0,1,0,0,59,74161.0,0,1,0,0,0,0,0,0,0,0,0
594672,3,2,1,0,0,0,36,79135.0,0,0,0,0,0,0,1,0,0,0,0
667314,2,2,0,1,1,0,20,74161.0,0,0,0,0,0,0,1,0,0,0,0
452342,3,2,0,1,1,0,45,93451.0,0,1,0,0,0,0,0,0,0,0,0
699751,2,2,0,1,1,0,26,74161.0,0,0,0,0,0,0,1,0,0,0,0
330278,5,2,1,0,0,0,29,116909.0,0,0,0,0,0,0,1,0,0,0,0
467894,5,2,1,0,0,0,33,116909.0,0,1,0,0,0,0,0,0,0,0,0
160640,2,2,0,1,0,0,28,74161.0,0,0,0,0,0,0,0,0,1,0,0
601341,2,2,1,0,1,0,35,74161.0,0,0,1,0,0,0,0,0,0,0,0
737542,2,2,0,1,1,0,47,74161.0,0,1,0,0,0,0,0,0,0,0,0
687401,2,2,0,1,1,0,36,74161.0,0,1,0,0,0,0,0,0,0,0,0
412880,3,2,1,0,0,0,47,84346.0,0,1,0,0,0,0,0,0,0,0,0
558040,3,2,1,0,0,0,52,51573.0,0,0,0,0,0,0,1,0,0,0,0
994940,3,2,1,0,0,0,42,51573.0,0,1,0,0,0,0,0,0,0,0,0
732231,3,2,1,0,1,0,32,76797.0,0,0,0,0,0,0,1,0,0,0,0
395622,2,2,1,0,1,0,29,74161.0,0,1,0,0,0,0,0,0,0,0,0
812894,2,2,0,1,0,0,28,74161.0,0,0,0,0,0,0,1,0,0,0,0
888357,3,2,1,0,0,0,46,68290.0,0,0,0,0,0,0,1,0,0,0,0
866455,2,2,0,1,1,0,20,74161.0,0,1,0,0,0,0,0,0,0,0,0
164947,2,2,1,0,0,0,25,74161.0,0,0,0,0,0,0,0,0,1,0,0
109517,2,2,0,0,0,0,30,74161.0,0,0,0,0,0,0,1,0,0,0,0
801788,3,2,1,0,1,0,38,83666.0,0,0,0,1,0,0,0,0,0,0,0
865198,3,2,1,0,1,0,30,83666.0,0,0,0,0,0,0,0,0,1,0,0
718752,2,2,0,1,1,0,24,74161.0,0,0,0,0,0,0,1,0,0,0,0
750199,3,2,0,1,0,0,29,47930.0,0,1,0,0,0,0,0,0,0,0,0
220822,2,2,1,0,1,0,56,74161.0,0,0,0,0,0,0,1,0,0,0,0
755290,2,2,1,0,1,0,11,74161.0,0,0,0,0,0,0,1,0,0,0,0
790165,2,2,1,0,0,0,17,74161.0,0,1,0,0,0,0,0,0,0,0,0
131772,3,2,1,0,1,0,49,47030.0,0,0,0,0,0,0,1,0,0,0,0
184959,3,2,1,0,1,0,11,64612.0,0,1,0,0,0,0,0,0,0,0,0
904704,2,2,0,1,1,0,7,74161.0,0,0,0,0,0,0,1,0,0,0,0
501490,2,2,0,1,1,0,63,74161.0,0,0,0,1,0,0,0,0,0,0,0
727348,3,2,0,0,1,0,7,77624.0,0,0,0,0,0,0,1,0,0,0,0
483125,3,2,1,0,0,0,62,79072.0,0,1,0,0,0,0,0,0,0,0,0
688319,3,2,0,0,0,0,66,89230.0,0,0,0,0,0,0,0,0,1,0,0
517739,3,2,1,0,0,0,51,91323.0,0,0,0,0,0,1,0,0,0,0,0
398351,3,2,1,0,1,0,15,91037.0,0,0,0,0,0,0,0,0,1,0,0
669894,2,2,0,1,1,0,46,74161.0,0,0,0,0,0,0,0,0,1,0,0
993266,5,2,1,0,1,0,28,122862.0,0,1,0,0,0,0,0,0,0,0,0
808096,2,2,1,0,0,0,38,74161.0,0,1,0,0,0,0,0,0,0,0,0
833322,2,2,1,0,0,0,29,74161.0,0,0,0,1,0,0,0,0,0,0,0
853438,2,2,1,0,0,0,24,74161.0,0,0,0,0,0,0,1,0,0,0,0
887209,2,2,1,0,1,0,35,74161.0,0,1,0,0,0,0,0,0,0,0,0
912712,2,2,1,0,1,0,18,74161.0,0,0,0,0,0,0,0,0,1,0,0
479445,3,2,1,0,0,0,51,89689.0,0,0,0,0,0,0,1,0,0,0,0
757696,3,2,1,0,1,0,62,89689.0,0,1,0,0,0,0,0,0,0,0,0
254361,3,2,1,0,0,0,59,61506.0,0,1,0,0,0,0,0,0,0,0,0
380262,3,2,0,1,1,0,39,59386.0,0,1,0,0,0,0,0,0,0,0,0
665024,5,2,1,0,0,0,12,217158.0,0,1,0,0,0,0,0,0,0,0,0
958544,3,2,0,1,0,0,45,68785.0,0,1,0,0,0,0,0,0,0,0,0
350631,3,2,0,1,1,0,37,104527.0,0,0,0,0,0,0,0,0,1,0,0
746061,3,2,0,1,0,0,20,67819.0,0,1,0,0,0,0,0,0,0,0,0
830836,3,2,0,1,0,0,61,67819.0,0,1,0,0,0,0,0,0,0,0,0
933208,2,2,0,1,1,0,28,74161.0,0,0,0,0,0,0,1,0,0,0,0
312979,2,2,0,1,1,0,51,74161.0,0,1,0,0,0,0,0,0,0,0,0
485745,3,2,1,0,0,0,39,48770.0,0,1,0,0,0,0,0,0,0,0,0
476652,3,2,0,1,0,0,15,68175.0,0,0,1,0,0,0,0,0,0,0,0
595083,3,2,0,1,0,0,32,68175.0,0,0,0,0,0,0,0,0,1,0,0
121856,4,2,1,0,1,0,7,113785.0,0,0,0,0,0,0,0,0,0,1,0
371969,4,2,1,0,0,0,18,113785.0,0,0,0,0,0,0,1,0,0,0,0
670981,4,2,1,0,1,0,60,113785.0,0,0,0,0,0,0,0,0,0,1,0
773571,4,2,1,0,0,0,5,113785.0,0,0,0,1,0,0,0,0,0,0,0
510865,5,2,1,0,1,0,22,99050.0,0,0,0,0,0,0,0,0,1,0,0
456958,3,2,1,0,1,0,61,51591.0,0,0,0,0,0,0,0,0,1,0,0
508022,3,2,0,0,1,0,63,82230.0,0,0,0,0,0,0,1,0,0,0,0
787660,3,2,0,0,0,0,36,82230.0,0,1,0,0,0,0,0,0,0,0,0
329839,4,2,1,0,0,0,17,71118.0,0,0,0,0,0,0,1,0,0,0,0
352053,3,2,1,0,1,0,36,97314.0,0,0,0,0,0,0,0,0,1,0,0
630338,1,2,1,0,1,0,25,61972.0,0,0,0,0,0,0,1,0,0,0,0
784490,1,2,1,0,1,0,16,61972.0,1,0,0,0,0,0,0,0,0,0,0
175954,3,2,1,0,1,0,23,70684.0,0,0,0,0,0,0,0,0,1,0,0
988043,3,2,1,0,1,0,61,103223.0,0,0,0,0,0,0,0,0,1,0,0
702522,3,2,0,0,1,0,28,97704.0,0,0,0,0,0,0,1,0,0,0,0
529085,3,2,1,0,0,0,61,64864.0,0,0,0,0,0,0,1,0,0,0,0
604332,3,2,1,0,1,0,15,75982.0,0,1,0,0,0,0,0,0,0,0,0
971107,3,2,0,1,1,0,49,70867.0,0,1,0,0,0,0,0,0,0,0,0
838270,3,2,1,0,1,0,31,83060.0,1,0,0,0,0,0,0,0,0,0,0
919329,3,2,1,0,0,0,29,56601.0,0,0,0,1,0,0,0,0,0,0,0
930325,3,2,1,0,0,0,51,54706.0,0,0,0,1,0,0,0,0,0,0,0
375909,3,2,1,0,1,0,30,87782.0,1,0,0,0,0,0,0,0,0,0,0
477739,3,2,1,0,1,0,25,87782.0,0,0,0,0,0,0,1,0,0,0,0
464962,2,2,0,1,1,0,59,74161.0,0,0,0,0,0,0,1,0,0,0,0
829886,3,2,1,0,1,0,63,52414.0,0,1,0,0,0,0,0,0,0,0,0
183948,3,2,1,0,0,0,38,56078.0,0,1,0,0,0,0,0,0,0,0,0
231462,2,2,0,1,1,0,40,74161.0,0,0,1,0,0,0,0,0,0,0,0
605500,2,2,1,0,0,0,22,74161.0,0,0,0,0,0,0,1,0,0,0,0
602685,3,2,1,0,1,0,25,60690.0,0,0,0,0,0,0,1,0,0,0,0
314589,3,2,0,0,1,0,41,71195.0,0,0,0,0,0,0,0,0,1,0,0
892258,2,2,0,1,1,0,24,74161.0,0,0,0,0,0,0,1,0,0,0,0
158969,3,2,1,0,1,0,55,56046.0,0,1,0,0,0,0,0,0,0,0,0
101544,3,2,1,0,0,0,43,56531.0,0,0,0,0,0,0,0,0,1,0,0
638495,3,2,1,0,0,0,58,56531.0,0,1,0,0,0,0,0,0,0,0,0
890936,3,2,1,0,0,0,30,80586.0,0,0,0,0,0,0,1,0,0,0,0
666337,4,2,0,1,0,0,55,105199.0,0,0,0,0,0,0,0,0,1,0,0
832566,3,2,1,0,0,0,37,85831.0,0,0,0,0,0,0,0,1,0,0,0
101895,3,2,0,1,0,0,57,81883.0,0,0,0,0,0,0,1,0,0,0,0
741138,3,2,0,1,1,0,5,49624.0,0,0,0,0,0,0,1,0,0,0,0
851421,2,2,1,0,1,0,31,74161.0,0,0,0,1,0,0,0,0,0,0,0
396998,3,2,1,0,0,0,8,80806.0,0,0,0,0,0,0,0,0,1,0,0
925573,3,2,1,0,1,0,8,80806.0,0,1,0,0,0,0,0,0,0,0,0
977178,3,2,1,0,1,0,21,51146.0,0,0,0,0,0,0,0,0,1,0,0
776547,1,2,1,0,0,0,34,69587.0,0,1,0,0,0,0,0,0,0,0,0
210725,3,2,0,0,1,0,47,64174.0,0,0,0,0,0,0,0,0,1,0,0
434679,3,2,1,0,1,0,65,47597.0,0,0,0,0,0,0,1,0,0,0,0
987347,3,2,0,1,0,0,59,58835.0,0,1,0,0,0,0,0,0,0,0,0
777300,4,2,0,1,1,0,39,81765.0,0,0,0,0,0,0,0,0,1,0,0
518677,2,2,1,0,1,0,31,74161.0,0,0,0,0,0,0,1,0,0,0,0
949290,3,2,1,0,1,0,18,80605.0,0,0,0,1,0,0,0,0,0,0,0
128459,3,2,1,0,0,0,26,84015.0,0,0,0,0,0,1,0,0,0,0,0
203772,3,2,1,0,0,0,41,84015.0,0,1,0,0,0,0,0,0,0,0,0
225327,3,2,1,0,1,0,27,84015.0,0,0,0,0,0,0,1,0,0,0,0
572547,3,2,1,0,0,0,5,84015.0,0,1,0,0,0,0,0,0,0,0,0
487070,3,2,1,0,1,0,60,70766.0,0,0,0,1,0,0,0,0,0,0,0
645712,3,2,0,1,1,0,63,64046.0,0,0,0,1,0,0,0,0,0,0,0
308704,5,2,1,0,1,0,16,154475.0,0,0,0,0,0,0,0,0,1,0,0
404742,5,2,1,0,0,0,12,154475.0,0,0,0,1,0,0,0,0,0,0,0
464959,5,2,1,0,0,0,8,154475.0,0,0,0,0,0,0,0,0,1,0,0
555576,5,2,1,0,0,0,36,154475.0,0,1,0,0,0,0,0,0,0,0,0
631714,5,2,1,0,0,0,64,154475.0,0,1,0,0,0,0,0,0,0,0,0
704709,5,2,1,0,0,0,66,154475.0,0,0,0,0,0,0,0,0,1,0,0
732213,5,2,1,0,1,0,10,154475.0,0,0,0,1,0,0,0,0,0,0,0
112856,3,2,1,0,1,0,41,46795.0,0,1,0,0,0,0,0,0,0,0,0
819924,3,2,0,0,1,0,5,72669.0,0,0,1,0,0,0,0,0,0,0,0
728568,3,2,0,0,0,0,63,76521.0,0,0,0,0,0,0,0,0,1,0,0
309861,3,2,1,0,1,0,51,49930.0,0,1,0,0,0,0,0,0,0,0,0
113904,3,2,1,0,0,0,29,63343.0,0,0,0,0,0,0,1,0,0,0,0
776464,2,2,0,1,0,0,57,74161.0,0,1,0,0,0,0,0,0,0,0,0
249813,2,2,1,0,1,0,34,74161.0,0,0,0,0,0,0,0,0,1,0,0
913895,2,2,1,0,1,0,28,74161.0,0,1,0,0,0,0,0,0,0,0,0
226194,3,2,1,0,1,0,34,95571.0,0,0,0,0,0,0,1,0,0,0,0
264823,3,2,1,0,0,0,57,95571.0,0,1,0,0,0,0,0,0,0,0,0
398586,3,2,1,0,0,0,52,51177.0,0,1,0,0,0,0,0,0,0,0,0
686059,3,2,1,0,0,0,41,93052.0,0,0,0,0,0,0,0,0,1,0,0
266234,3,2,0,0,0,0,41,87908.0,0,0,1,0,0,0,0,0,0,0,0
480275,2,2,0,0,1,0,13,74161.0,1,0,0,0,0,0,0,0,0,0,0
435249,3,2,1,0,0,0,6,96462.0,1,0,0,0,0,0,0,0,0,0,0
480858,3,2,0,0,1,0,66,56644.0,0,0,0,0,0,0,0,0,1,0,0
870120,3,2,0,0,1,0,30,56644.0,0,1,0,0,0,0,0,0,0,0,0
925978,3,2,1,0,1,0,42,96378.0,0,0,0,0,0,1,0,0,0,0,0
726873,1,2,0,1,1,0,31,61902.0,0,0,0,1,0,0,0,0,0,0,0
539760,3,2,1,0,0,0,18,60278.0,0,0,0,0,0,0,1,0,0,0,0
804911,3,2,0,0,0,0,59,63228.0,0,1,0,0,0,0,0,0,0,0,0
871219,3,2,1,0,1,0,31,52108.0,0,1,0,0,0,0,0,0,0,0,0
545582,3,2,0,1,0,0,58,67332.0,1,0,0,0,0,0,0,0,0,0,0
868568,3,2,0,0,1,0,35,66833.0,0,1,0,0,0,0,0,0,0,0,0
803976,5,2,0,0,1,0,27,187089.0,0,0,0,0,0,0,0,0,1,0,0
622019,2,2,0,1,1,0,26,74161.0,0,0,0,0,0,0,0,0,0,1,0
